meter_id,daily_kw,date,region,customer_type,substation_id,is_valid,tier
M-00367,1725.4,2026-03-14,EAST_COAST,residential,SUB-034,true,medium
M-00368,1890.9,2026-03-15,WEST_INLAND,industrial,SUB-003,true,medium
M-00369,3521.6,2026-03-16,NORTH_COAST,commercial,SUB-011,true,high
M-00370,2449.2,2026-03-20,NORTH_COAST,residential,SUB-026,true,high
M-00371,2989.5,2026-03-20,NORTH,commercial,SUB-030,true,high
M-00372,2157.2,2026-03-18,NORTH_COAST,residential,SUB-003,true,high
M-00373,847.5,2026-03-11,NORTH,residential,SUB-017,true,medium
M-00374,2974.2,2026-03-14,EAST,residential,SUB-035,true,high
M-00375,3802.3,2026-03-15,NORTH,commercial,SUB-034,true,high
M-00376,2820.5,2026-03-12,WEST_INLAND,commercial,SUB-029,true,high
M-00377,1318.1,2026-03-18,NORTH_COAST,industrial,SUB-029,true,medium
M-00378,1295.2,2026-03-23,NORTH,residential,SUB-012,true,medium
M-00379,2777.0,2026-03-21,WEST_COAST,commercial,SUB-023,true,high
M-00380,86.5,2026-03-16,EAST_COAST,commercial,SUB-020,true,low
M-00381,4157.4,2026-03-23,SOUTH,industrial,SUB-017,true,critical
M-00382,3412.0,2026-03-17,NORTH_INLAND,residential,SUB-033,true,high
M-00383,69.5,2026-03-23,SOUTH,residential,SUB-012,true,low
M-00384,2408.7,2026-03-22,NORTH_COAST,residential,SUB-017,true,high
M-00385,2489.5,2026-03-10,NORTH_COAST,residential,SUB-013,true,high
M-00386,1126.6,2026-03-12,NORTH_COAST,residential,SUB-018,true,medium
M-00387,1303.7,2026-03-19,NORTH_COAST,residential,SUB-013,true,medium
M-00388,4415.2,2026-03-21,WEST,residential,SUB-033,true,critical
M-00389,1223.3,2026-03-15,EAST,residential,SUB-009,true,medium
M-00390,1288.3,2026-03-19,NORTH_INLAND,industrial,SUB-038,true,medium
M-00391,3611.6,2026-03-23,SOUTH_COAST,industrial,SUB-036,true,high
M-00392,1755.2,2026-03-19,NORTH_INLAND,residential,SUB-009,true,medium
M-00393,447.7,2026-03-17,NORTH_COAST,residential,SUB-009,true,low
M-00394,563.1,2026-03-19,EAST_COAST,commercial,SUB-008,true,medium
M-00395,1480.6,2026-03-14,NORTH_COAST,commercial,SUB-006,true,medium
M-00396,1489.6,2026-03-20,NORTH_COAST,industrial,SUB-026,true,medium
M-00397,4154.5,2026-03-15,EAST_INLAND,industrial,SUB-011,true,critical
M-00398,4233.6,2026-03-20,SOUTH,commercial,SUB-014,true,critical
M-00399,1955.9,2026-03-13,NORTH,residential,SUB-004,true,medium
M-00400,1096.4,2026-03-19,NORTH_INLAND,residential,SUB-040,true,medium
M-00401,4406.7,2026-03-20,SOUTH_INLAND,residential,SUB-004,true,critical
M-00402,153.9,2026-03-22,SOUTH,commercial,SUB-033,true,low
M-00403,3594.7,2026-03-23,EAST,commercial,SUB-030,true,high
M-00404,2100.9,2026-03-10,NORTH_COAST,commercial,SUB-018,true,high
M-00405,1359.8,2026-03-16,NORTH_COAST,commercial,SUB-017,true,medium
M-00406,1713.3,2026-03-14,SOUTH,residential,SUB-030,true,medium
M-00407,4332.5,2026-03-12,SOUTH_COAST,commercial,SUB-012,true,critical
M-00408,676.7,2026-03-18,NORTH_COAST,residential,SUB-011,true,medium
M-00409,4234.0,2026-03-13,WEST_COAST,commercial,SUB-009,true,critical
M-00410,2702.6,2026-03-23,EAST_INLAND,residential,SUB-002,true,high
M-00411,4431.8,2026-03-20,EAST_INLAND,residential,SUB-029,true,critical
M-00412,2416.2,2026-03-13,WEST_INLAND,residential,SUB-019,true,high
M-00413,4250.1,2026-03-12,NORTH_INLAND,residential,SUB-008,true,critical
M-00414,2622.7,2026-03-12,WEST,commercial,SUB-006,true,high
M-00415,1986.1,2026-03-22,NORTH_INLAND,residential,SUB-026,true,medium
M-00416,3140.2,2026-03-12,SOUTH,residential,SUB-009,true,high
M-00417,3019.7,2026-03-12,SOUTH,industrial,SUB-025,true,high
M-00418,4012.2,2026-03-21,WEST_COAST,residential,SUB-005,true,critical
M-00419,2268.6,2026-03-21,SOUTH,commercial,SUB-025,true,high
M-00420,711.2,2026-03-18,NORTH,residential,SUB-031,true,medium
M-00421,1543.9,2026-03-17,NORTH_INLAND,residential,SUB-006,true,medium
M-00422,943.2,2026-03-18,WEST_INLAND,residential,SUB-037,true,medium
M-00423,2125.0,2026-03-15,SOUTH,residential,SUB-024,true,high
M-00424,1110.4,2026-03-13,WEST_COAST,residential,SUB-031,true,medium
M-00425,803.5,2026-03-16,SOUTH,industrial,SUB-014,true,medium
M-00426,3091.0,2026-03-10,EAST_INLAND,residential,SUB-008,true,high
M-00427,3656.8,2026-03-10,SOUTH,residential,SUB-008,true,high
M-00428,225.4,2026-03-11,NORTH,residential,SUB-027,true,low
M-00429,4384.0,2026-03-11,NORTH_INLAND,commercial,SUB-025,true,critical
M-00430,3400.4,2026-03-22,EAST_COAST,residential,SUB-018,true,high
M-00431,3008.3,2026-03-15,NORTH_COAST,residential,SUB-015,true,high
M-00432,52.4,2026-03-17,WEST,residential,SUB-020,true,low
M-00433,292.8,2026-03-23,EAST,residential,SUB-006,true,low
M-00434,4276.8,2026-03-12,SOUTH,commercial,SUB-012,true,critical
M-00435,1423.2,2026-03-17,NORTH,residential,SUB-037,true,medium
M-00436,2076.2,2026-03-17,NORTH_INLAND,commercial,SUB-004,true,high
M-00437,2517.2,2026-03-12,WEST_INLAND,commercial,SUB-005,true,high
M-00438,2400.7,2026-03-10,SOUTH,residential,SUB-032,true,high
M-00439,2954.5,2026-03-11,NORTH_COAST,residential,SUB-011,true,high
M-00440,2672.9,2026-03-18,SOUTH,residential,SUB-031,true,high
M-00441,4109.1,2026-03-12,SOUTH,residential,SUB-029,true,critical
M-00442,4340.6,2026-03-17,NORTH,industrial,SUB-037,true,critical
M-00443,1146.2,2026-03-11,EAST_INLAND,industrial,SUB-013,true,medium
M-00444,1366.6,2026-03-23,EAST_COAST,commercial,SUB-037,true,medium
M-00445,2832.6,2026-03-23,SOUTH_COAST,industrial,SUB-022,true,high
M-00446,4342.6,2026-03-23,NORTH,residential,SUB-016,true,critical
M-00447,4453.0,2026-03-11,WEST,residential,SUB-033,true,critical
M-00448,1284.3,2026-03-17,SOUTH_COAST,commercial,SUB-019,true,medium
M-00449,4313.4,2026-03-19,EAST,residential,SUB-037,true,critical
M-00450,3376.5,2026-03-18,EAST_INLAND,commercial,SUB-003,true,high
M-00451,3508.0,2026-03-11,SOUTH,residential,SUB-006,true,high
M-00452,3596.1,2026-03-18,SOUTH_INLAND,commercial,SUB-024,true,high
M-00453,4396.3,2026-03-16,NORTH_COAST,industrial,SUB-020,true,critical
M-00454,4411.6,2026-03-10,SOUTH,commercial,SUB-030,true,critical
M-00455,2099.0,2026-03-18,NORTH,residential,SUB-006,true,high
M-00456,4370.6,2026-03-21,SOUTH,residential,SUB-026,true,critical
M-00457,1008.2,2026-03-22,NORTH_COAST,industrial,SUB-040,true,medium
M-00458,1782.7,2026-03-15,NORTH_COAST,residential,SUB-033,true,medium
M-00459,2934.7,2026-03-23,NORTH_COAST,residential,SUB-003,true,high
M-00460,2710.7,2026-03-21,NORTH,residential,SUB-006,true,high
M-00461,4070.7,2026-03-15,SOUTH,residential,SUB-018,true,critical
M-00462,662.2,2026-03-20,NORTH_COAST,residential,SUB-013,true,medium
M-00463,2787.7,2026-03-20,NORTH_INLAND,commercial,SUB-009,true,high
M-00464,2158.1,2026-03-14,NORTH,residential,SUB-019,true,high
M-00465,1513.0,2026-03-23,EAST_COAST,residential,SUB-035,true,medium
M-00466,913.2,2026-03-19,NORTH,commercial,SUB-033,true,medium
M-00467,1895.8,2026-03-18,SOUTH_COAST,residential,SUB-023,true,medium
M-00468,4411.5,2026-03-12,NORTH_COAST,residential,SUB-018,true,critical
M-00469,2333.7,2026-03-18,NORTH_COAST,commercial,SUB-001,true,high
M-00470,3372.3,2026-03-14,SOUTH_INLAND,residential,SUB-003,true,high
M-00471,1528.0,2026-03-10,NORTH_INLAND,residential,SUB-037,true,medium
M-00472,1214.8,2026-03-18,NORTH_INLAND,residential,SUB-002,true,medium
M-00473,4052.4,2026-03-22,WEST,residential,SUB-037,true,critical
M-00474,4428.0,2026-03-11,SOUTH,residential,SUB-031,true,critical
M-00475,2465.6,2026-03-18,NORTH,residential,SUB-026,true,high
M-00476,357.0,2026-03-17,WEST,commercial,SUB-035,true,low
M-00477,4162.4,2026-03-18,WEST,industrial,SUB-009,true,critical
M-00478,1701.5,2026-03-15,NORTH,residential,SUB-030,true,medium
M-00479,1055.4,2026-03-22,SOUTH_COAST,residential,SUB-003,true,medium
M-00480,4429.5,2026-03-10,EAST,residential,SUB-009,true,critical
M-00481,4308.1,2026-03-22,NORTH_COAST,commercial,SUB-022,true,critical
M-00482,82.3,2026-03-10,NORTH_INLAND,residential,SUB-026,true,low
M-00483,305.7,2026-03-17,SOUTH,industrial,SUB-031,true,low
M-00484,3979.8,2026-03-21,EAST,commercial,SUB-027,true,high
M-00485,4464.6,2026-03-22,EAST_INLAND,industrial,SUB-022,true,critical
M-00486,1706.4,2026-03-11,SOUTH_COAST,residential,SUB-011,true,medium
M-00487,4458.7,2026-03-14,EAST,commercial,SUB-003,true,critical
M-00488,1623.6,2026-03-16,SOUTH_COAST,residential,SUB-025,true,medium
M-00489,583.9,2026-03-18,NORTH,commercial,SUB-035,true,medium
M-00490,1368.4,2026-03-10,SOUTH_INLAND,residential,SUB-028,true,medium
M-00491,2967.4,2026-03-10,EAST_COAST,residential,SUB-002,true,high
M-00492,2505.4,2026-03-20,EAST_INLAND,commercial,SUB-025,true,high
M-00493,4315.8,2026-03-17,NORTH_INLAND,commercial,SUB-011,true,critical
M-00494,3035.7,2026-03-12,SOUTH_INLAND,commercial,SUB-003,true,high
M-00495,3998.5,2026-03-20,NORTH_COAST,residential,SUB-024,true,high
M-00496,96.7,2026-03-13,WEST_COAST,residential,SUB-013,true,low
M-00497,456.0,2026-03-10,WEST,residential,SUB-002,true,low
M-00498,843.0,2026-03-22,EAST,commercial,SUB-025,true,medium
M-00499,2722.1,2026-03-21,NORTH_COAST,residential,SUB-020,true,high
M-00500,4449.0,2026-03-17,NORTH_COAST,industrial,SUB-023,true,critical
