meter_id,region,customer_type,daily_kw,date
M-00223,WEST,RESIDENTIAL,14.48,2026-01-23
M-00461,WEST,RESIDENTIAL,15.32,2026-01-05
M-00947,WEST,RESIDENTIAL,20.49,2026-01-23
M-00370,SOUTH,RESIDENTIAL,21.81,2026-01-18
M-01764,SOUTH,RESIDENTIAL,19.89,2026-01-03
M-01684,SOUTH,COMMERCIAL,99.04,2026-01-13
M-00456,NORTH,RESIDENTIAL,16.69,2026-01-12
M-01582,NORTH,COMMERCIAL,76.23,2026-01-19
M-01674,SOUTH,RESIDENTIAL,22.74,2026-01-14
M-01472,EAST,RESIDENTIAL,19.86,2026-01-14
M-00927,SOUTH,RESIDENTIAL,14.94,2026-01-13
M-00930,SOUTH,RESIDENTIAL,14.01,2026-01-28
M-00341,NORTH,RESIDENTIAL,16.44,2026-01-18
M-00421,NORTH,INDUSTRIAL,373.42,2026-01-19
M-01002,EAST,RESIDENTIAL,15.29,2026-01-09
M-00766,SOUTH,COMMERCIAL,72.47,2026-01-01
M-00928,WEST,RESIDENTIAL,23.35,2026-01-24
M-00891,WEST,RESIDENTIAL,18.02,2026-01-10
M-01672,SOUTH,INDUSTRIAL,355.74,2026-01-01
M-00745,SOUTH,RESIDENTIAL,19.54,2026-01-25
M-00846,SOUTH,RESIDENTIAL,19.13,2026-01-28
M-01118,SOUTH,RESIDENTIAL,16.81,2026-01-01
M-01363,SOUTH,RESIDENTIAL,21.08,2026-01-23
M-01726,WEST,INDUSTRIAL,381.9,2026-01-28
M-00352,SOUTH,RESIDENTIAL,19.66,2026-01-20
M-00160,SOUTH,COMMERCIAL,87.36,2026-01-29
M-00761,WEST,INDUSTRIAL,444.21,2026-01-25
M-01667,EAST,RESIDENTIAL,15.97,2026-01-08
M-01270,NORTH,RESIDENTIAL,17.38,2026-01-02
M-01872,EAST,RESIDENTIAL,21.32,2026-01-02
M-01198,EAST,COMMERCIAL,88.45,2026-01-08
M-01961,NORTH,RESIDENTIAL,19.4,2026-01-07
M-00507,EAST,COMMERCIAL,99.84,2026-01-07
M-00502,EAST,PROSUMER,16.01,2026-01-12
M-00138,EAST,PROSUMER,12.99,2026-01-02
M-01336,NORTH,COMMERCIAL,95.17,2026-01-26
M-00679,SOUTH,RESIDENTIAL,18.57,2026-01-12
M-01267,SOUTH,INDUSTRIAL,402.46,2026-01-29
M-01494,WEST,RESIDENTIAL,20.2,2026-01-08
M-01631,WEST,COMMERCIAL,84.3,2026-01-23
M-01399,SOUTH,INDUSTRIAL,541.16,2026-01-29
M-01190,EAST,PROSUMER,12.74,2026-01-17
M-01666,EAST,RESIDENTIAL,18.79,2026-01-18
M-01605,NORTH,INDUSTRIAL,371.86,2026-01-07
M-01278,EAST,COMMERCIAL,85.3,2026-01-07
M-01793,EAST,RESIDENTIAL,15.97,2026-01-06
M-00604,NORTH,RESIDENTIAL,18.14,2026-01-28
M-01213,NORTH,RESIDENTIAL,24.05,2026-01-14
M-00271,NORTH,RESIDENTIAL,18.24,2026-01-01
M-01156,SOUTH,COMMERCIAL,82.26,2026-01-24
M-01517,NORTH,RESIDENTIAL,19.95,2026-01-18
M-00259,NORTH,INDUSTRIAL,419.95,2026-01-27
M-01979,NORTH,RESIDENTIAL,17.74,2026-01-26
M-00332,WEST,INDUSTRIAL,469.63,2026-01-29
M-01188,SOUTH,RESIDENTIAL,15.72,2026-01-02
M-01226,EAST,PROSUMER,12.56,2026-01-13
M-00642,WEST,COMMERCIAL,97.19,2026-01-30
M-00275,NORTH,COMMERCIAL,72.74,2026-01-31
M-00116,WEST,COMMERCIAL,105.8,2026-01-04
M-00823,SOUTH,RESIDENTIAL,23.51,2026-01-07
M-00155,EAST,RESIDENTIAL,14.52,2026-01-16
M-00570,WEST,PROSUMER,12.6,2026-01-06
M-00135,SOUTH,RESIDENTIAL,19.71,2026-01-30
M-01587,NORTH,RESIDENTIAL,18.16,2026-01-28
M-00550,WEST,RESIDENTIAL,19.52,2026-01-21
M-00918,EAST,COMMERCIAL,89.74,2026-01-11
M-01275,EAST,RESIDENTIAL,19.18,2026-01-26
M-00811,EAST,RESIDENTIAL,18.83,2026-01-15
M-00156,EAST,RESIDENTIAL,18.41,2026-01-23
M-00476,EAST,RESIDENTIAL,21.07,2026-01-24
M-00821,SOUTH,RESIDENTIAL,22.98,2026-01-05
M-00562,NORTH,PROSUMER,10.78,2026-01-16
M-00653,EAST,RESIDENTIAL,16.41,2026-01-05
M-01880,NORTH,RESIDENTIAL,15.2,2026-01-13
M-00516,EAST,RESIDENTIAL,22.68,2026-01-13
M-01437,EAST,RESIDENTIAL,21.53,2026-01-01
M-01824,EAST,RESIDENTIAL,15.37,2026-01-20
M-01570,SOUTH,COMMERCIAL,91.26,2026-01-08
M-00055,SOUTH,RESIDENTIAL,16.57,2026-01-01
M-01520,SOUTH,COMMERCIAL,81.77,2026-01-29
M-01092,NORTH,PROSUMER,11.57,2026-01-29
M-00554,SOUTH,RESIDENTIAL,23.46,2026-01-02
M-00392,NORTH,INDUSTRIAL,413.69,2026-01-06
M-01416,SOUTH,COMMERCIAL,80.59,2026-01-08
M-01762,WEST,COMMERCIAL,78.19,2026-01-11
M-00555,SOUTH,RESIDENTIAL,19.87,2026-01-07
M-01475,SOUTH,RESIDENTIAL,20.28,2026-01-25
M-00216,SOUTH,RESIDENTIAL,20.74,2026-01-10
M-00487,WEST,RESIDENTIAL,19.77,2026-01-22
M-00905,SOUTH,RESIDENTIAL,15.26,2026-01-16
M-01879,NORTH,PROSUMER,11.04,2026-01-19
M-00955,NORTH,RESIDENTIAL,18.36,2026-01-20
M-01995,EAST,COMMERCIAL,70.24,2026-01-05
M-01762,WEST,COMMERCIAL,99.88,2026-01-05
M-00315,SOUTH,INDUSTRIAL,373.75,2026-01-03
M-01677,NORTH,RESIDENTIAL,17.98,2026-01-09
M-01287,WEST,RESIDENTIAL,16.11,2026-01-26
M-01106,SOUTH,RESIDENTIAL,14.26,2026-01-26
M-00225,SOUTH,COMMERCIAL,97.39,2026-01-19
M-00016,EAST,COMMERCIAL,111.47,2026-01-10
M-01581,WEST,RESIDENTIAL,17.22,2026-01-18
M-01010,SOUTH,INDUSTRIAL,421.94,2026-01-21
M-00783,WEST,COMMERCIAL,55.95,2026-01-27
M-01804,SOUTH,COMMERCIAL,70.29,2026-01-08
M-01552,NORTH,RESIDENTIAL,11.3,2026-01-06
M-00881,EAST,RESIDENTIAL,13.81,2026-01-12
M-00196,NORTH,PROSUMER,15.0,2026-01-12
M-00340,NORTH,RESIDENTIAL,13.37,2026-01-11
M-00957,WEST,RESIDENTIAL,15.85,2026-01-23
M-00888,EAST,RESIDENTIAL,17.41,2026-01-09
M-00118,SOUTH,RESIDENTIAL,14.19,2026-01-29
M-01609,NORTH,COMMERCIAL,82.75,2026-01-26
M-00736,SOUTH,RESIDENTIAL,16.26,2026-01-24
M-01514,EAST,COMMERCIAL,83.58,2026-01-18
M-00352,SOUTH,RESIDENTIAL,16.76,2026-01-25
M-01626,NORTH,RESIDENTIAL,20.61,2026-01-16
M-00277,SOUTH,RESIDENTIAL,18.12,2026-01-13
M-01041,NORTH,RESIDENTIAL,17.5,2026-01-09
M-00815,SOUTH,RESIDENTIAL,20.53,2026-01-16
M-00345,SOUTH,RESIDENTIAL,20.54,2026-01-12
M-00625,NORTH,RESIDENTIAL,18.98,2026-01-30
M-01792,WEST,COMMERCIAL,106.71,2026-01-11
M-01510,WEST,PROSUMER,14.09,2026-01-12
M-00346,SOUTH,RESIDENTIAL,19.73,2026-01-18
M-00326,WEST,RESIDENTIAL,19.02,2026-01-06
M-01547,SOUTH,RESIDENTIAL,20.29,2026-01-04
M-01093,WEST,INDUSTRIAL,352.48,2026-01-06
M-01913,WEST,RESIDENTIAL,21.85,2026-01-21
M-00831,WEST,RESIDENTIAL,18.35,2026-01-06
M-00916,WEST,COMMERCIAL,46.8,2026-01-06
M-01132,WEST,RESIDENTIAL,19.71,2026-01-14
M-01804,SOUTH,COMMERCIAL,104.98,2026-01-06
M-01324,SOUTH,RESIDENTIAL,23.49,2026-01-01
M-01624,EAST,RESIDENTIAL,21.51,2026-01-06
M-00504,WEST,PROSUMER,11.78,2026-01-30
M-01175,NORTH,RESIDENTIAL,20.2,2026-01-06
M-01217,WEST,COMMERCIAL,89.12,2026-01-01
M-01342,NORTH,COMMERCIAL,68.11,2026-01-14
M-00808,SOUTH,RESIDENTIAL,19.43,2026-01-06
M-00276,EAST,COMMERCIAL,72.97,2026-01-14
M-00817,WEST,RESIDENTIAL,17.61,2026-01-01
M-00702,SOUTH,PROSUMER,15.38,2026-01-27
M-01719,SOUTH,RESIDENTIAL,20.49,2026-01-02
M-00398,EAST,RESIDENTIAL,17.41,2026-01-06
M-00137,EAST,COMMERCIAL,94.46,2026-01-16
M-00039,WEST,COMMERCIAL,69.22,2026-01-23
M-00475,WEST,INDUSTRIAL,511.82,2026-01-20
M-00173,WEST,COMMERCIAL,94.45,2026-01-19
M-00450,NORTH,RESIDENTIAL,16.76,2026-01-08
M-01269,WEST,RESIDENTIAL,19.31,2026-01-06
M-00276,EAST,COMMERCIAL,80.78,2026-01-06
M-00178,WEST,COMMERCIAL,98.59,2026-01-31
M-01213,NORTH,RESIDENTIAL,17.79,2026-01-08
M-00096,EAST,RESIDENTIAL,18.2,2026-01-14
M-01977,WEST,RESIDENTIAL,19.37,2026-01-01
M-00996,EAST,RESIDENTIAL,17.38,2026-01-22
M-00077,NORTH,RESIDENTIAL,15.79,2026-01-11
M-01892,WEST,RESIDENTIAL,19.61,2026-01-22
M-01533,EAST,RESIDENTIAL,18.44,2026-01-14
M-01999,EAST,INDUSTRIAL,401.51,2026-01-14
M-01783,SOUTH,RESIDENTIAL,16.53,2026-01-05
M-01077,WEST,PROSUMER,12.8,2026-01-23
M-01924,WEST,INDUSTRIAL,501.95,2026-01-12
M-00468,SOUTH,RESIDENTIAL,18.23,2026-01-15
M-00356,WEST,RESIDENTIAL,17.84,2026-01-07
M-01692,WEST,INDUSTRIAL,447.14,2026-01-14
M-01350,WEST,PROSUMER,13.68,2026-01-05
M-00422,SOUTH,RESIDENTIAL,14.85,2026-01-28
M-01815,WEST,COMMERCIAL,86.43,2026-01-07
M-01317,WEST,RESIDENTIAL,16.7,2026-01-30
M-01624,EAST,RESIDENTIAL,17.76,2026-01-20
M-01977,WEST,RESIDENTIAL,22.26,2026-01-14
M-00614,EAST,INDUSTRIAL,512.56,2026-01-05
M-00797,WEST,RESIDENTIAL,16.39,2026-01-12
M-00566,NORTH,RESIDENTIAL,18.55,2026-01-29
M-01534,NORTH,RESIDENTIAL,16.78,2026-01-07
M-00942,SOUTH,RESIDENTIAL,14.14,2026-01-06
M-00796,SOUTH,COMMERCIAL,89.2,2026-01-17
M-00742,WEST,COMMERCIAL,110.76,2026-01-16
M-01541,EAST,RESIDENTIAL,16.27,2026-01-02
M-00865,SOUTH,COMMERCIAL,77.04,2026-01-28
M-01238,WEST,RESIDENTIAL,13.54,2026-01-10
M-00369,EAST,COMMERCIAL,108.27,2026-01-20
M-01803,WEST,RESIDENTIAL,17.21,2026-01-14
M-01657,NORTH,RESIDENTIAL,12.74,2026-01-03
M-00205,SOUTH,COMMERCIAL,89.2,2026-01-17
M-01128,EAST,RESIDENTIAL,19.14,2026-01-15
M-01734,WEST,RESIDENTIAL,18.14,2026-01-16
M-01270,NORTH,RESIDENTIAL,16.47,2026-01-20
M-01429,EAST,COMMERCIAL,81.9,2026-01-06
M-00085,WEST,RESIDENTIAL,19.69,2026-01-29
M-00912,WEST,COMMERCIAL,99.26,2026-01-10
M-00547,EAST,COMMERCIAL,82.63,2026-01-25
M-00345,SOUTH,RESIDENTIAL,22.59,2026-01-08
M-00551,NORTH,RESIDENTIAL,15.8,2026-01-12
M-00403,SOUTH,RESIDENTIAL,19.06,2026-01-17
M-01688,NORTH,RESIDENTIAL,15.36,2026-01-13
M-01559,SOUTH,COMMERCIAL,78.87,2026-01-01
M-00339,EAST,PROSUMER,14.18,2026-01-12
M-00758,SOUTH,RESIDENTIAL,14.7,2026-01-24
M-00462,NORTH,RESIDENTIAL,18.8,2026-01-13
M-01146,EAST,RESIDENTIAL,16.77,2026-01-19
M-00085,WEST,RESIDENTIAL,17.37,2026-01-09
M-01057,WEST,RESIDENTIAL,16.46,2026-01-14
M-01504,SOUTH,RESIDENTIAL,17.6,2026-01-23
M-01961,NORTH,RESIDENTIAL,21.91,2026-01-01
M-01220,SOUTH,RESIDENTIAL,18.79,2026-01-11
M-01282,EAST,RESIDENTIAL,23.44,2026-01-29
M-00641,EAST,COMMERCIAL,84.49,2026-01-16
M-00188,WEST,RESIDENTIAL,15.87,2026-01-13
M-01488,NORTH,COMMERCIAL,87.16,2026-01-09
M-01236,WEST,COMMERCIAL,107.09,2026-01-01
M-01711,EAST,INDUSTRIAL,527.52,2026-01-26
M-00977,NORTH,RESIDENTIAL,18.95,2026-01-18
M-00160,SOUTH,COMMERCIAL,83.08,2026-01-09
M-01001,SOUTH,RESIDENTIAL,17.24,2026-01-28
M-01327,SOUTH,RESIDENTIAL,16.99,2026-01-21
M-00455,SOUTH,COMMERCIAL,88.02,2026-01-15
M-01035,NORTH,INDUSTRIAL,460.87,2026-01-31
M-00435,NORTH,COMMERCIAL,79.49,2026-01-15
M-00105,NORTH,COMMERCIAL,84.26,2026-01-13
M-01542,SOUTH,RESIDENTIAL,16.89,2026-01-15
M-01727,EAST,RESIDENTIAL,20.44,2026-01-21
M-00852,NORTH,RESIDENTIAL,17.42,2026-01-09
M-01836,NORTH,INDUSTRIAL,439.5,2026-01-14
M-01796,NORTH,RESIDENTIAL,16.84,2026-01-13
M-01547,SOUTH,RESIDENTIAL,12.94,2026-01-08
M-01846,NORTH,RESIDENTIAL,21.48,2026-01-31
M-01602,SOUTH,RESIDENTIAL,16.47,2026-01-03
M-01422,SOUTH,RESIDENTIAL,19.67,2026-01-03
M-01064,NORTH,RESIDENTIAL,19.81,2026-01-12
M-01170,EAST,RESIDENTIAL,13.91,2026-01-02
M-01922,WEST,COMMERCIAL,93.57,2026-01-02
M-01425,SOUTH,RESIDENTIAL,20.47,2026-01-06
M-01182,EAST,RESIDENTIAL,21.6,2026-01-27
M-00631,EAST,PROSUMER,13.99,2026-01-11
M-00084,WEST,RESIDENTIAL,13.03,2026-01-23
M-01152,SOUTH,RESIDENTIAL,19.46,2026-01-13
M-00042,EAST,COMMERCIAL,96.98,2026-01-10
M-01542,SOUTH,RESIDENTIAL,17.62,2026-01-29
M-00878,NORTH,RESIDENTIAL,17.62,2026-01-02
M-01446,NORTH,COMMERCIAL,87.97,2026-01-08
M-00910,SOUTH,RESIDENTIAL,21.11,2026-01-09
M-00504,WEST,PROSUMER,10.77,2026-01-07
M-00056,SOUTH,RESIDENTIAL,15.11,2026-01-13
M-00433,NORTH,RESIDENTIAL,18.31,2026-01-01
M-01675,EAST,COMMERCIAL,62.8,2026-01-13
M-01853,NORTH,RESIDENTIAL,18.87,2026-01-04
M-01123,WEST,RESIDENTIAL,20.9,2026-01-30
M-00862,EAST,RESIDENTIAL,21.31,2026-01-14
M-01819,NORTH,RESIDENTIAL,14.51,2026-01-28
M-00576,WEST,RESIDENTIAL,18.54,2026-01-25
M-00167,NORTH,COMMERCIAL,100.19,2026-01-20
M-01041,NORTH,RESIDENTIAL,18.33,2026-01-21
M-01039,SOUTH,RESIDENTIAL,16.48,2026-01-14
M-00675,EAST,COMMERCIAL,98.24,2026-01-22
M-01225,SOUTH,INDUSTRIAL,448.81,2026-01-26
M-01539,EAST,RESIDENTIAL,15.63,2026-01-07
M-01173,NORTH,PROSUMER,12.77,2026-01-14
M-00347,WEST,COMMERCIAL,103.45,2026-01-23
M-01055,NORTH,RESIDENTIAL,14.13,2026-01-23
M-01549,NORTH,RESIDENTIAL,14.46,2026-01-16
M-00819,WEST,RESIDENTIAL,17.88,2026-01-01
M-01306,SOUTH,RESIDENTIAL,15.65,2026-01-11
M-01738,WEST,COMMERCIAL,95.09,2026-01-01
M-01170,EAST,RESIDENTIAL,14.81,2026-01-05
M-00285,EAST,COMMERCIAL,95.37,2026-01-27
M-00538,NORTH,RESIDENTIAL,20.01,2026-01-21
M-01755,NORTH,RESIDENTIAL,14.3,2026-01-18
M-00160,SOUTH,COMMERCIAL,94.25,2026-01-18
M-01771,SOUTH,RESIDENTIAL,16.8,2026-01-13
M-00834,NORTH,COMMERCIAL,72.42,2026-01-13
M-00422,SOUTH,RESIDENTIAL,20.43,2026-01-06
M-00824,WEST,RESIDENTIAL,14.12,2026-01-25
M-00334,EAST,COMMERCIAL,102.37,2026-01-19
M-01802,NORTH,RESIDENTIAL,16.3,2026-01-01
M-00972,EAST,RESIDENTIAL,21.34,2026-01-07
M-00364,EAST,COMMERCIAL,79.16,2026-01-25
M-01715,EAST,PROSUMER,12.39,2026-01-17
M-01161,SOUTH,INDUSTRIAL,398.2,2026-01-27
M-01099,WEST,PROSUMER,12.49,2026-01-30
M-00316,WEST,RESIDENTIAL,19.15,2026-01-14
M-01439,NORTH,RESIDENTIAL,22.52,2026-01-11
M-01583,SOUTH,PROSUMER,11.34,2026-01-26
M-00478,WEST,RESIDENTIAL,21.72,2026-01-15
M-01889,NORTH,PROSUMER,13.58,2026-01-01
M-01094,EAST,RESIDENTIAL,19.02,2026-01-14
M-00538,NORTH,RESIDENTIAL,15.92,2026-01-06
M-00830,EAST,RESIDENTIAL,17.83,2026-01-19
M-01471,NORTH,RESIDENTIAL,18.65,2026-01-23
M-01212,NORTH,RESIDENTIAL,16.46,2026-01-18
M-01992,SOUTH,COMMERCIAL,67.61,2026-01-29
M-00179,WEST,RESIDENTIAL,18.9,2026-01-22
M-00620,SOUTH,COMMERCIAL,53.22,2026-01-22
M-01311,EAST,COMMERCIAL,82.79,2026-01-20
M-00735,EAST,COMMERCIAL,79.16,2026-01-25
M-01159,SOUTH,COMMERCIAL,98.81,2026-01-20
M-00780,SOUTH,RESIDENTIAL,17.6,2026-01-20
M-00368,SOUTH,RESIDENTIAL,14.29,2026-01-03
M-00900,WEST,RESIDENTIAL,14.65,2026-01-07
M-00005,NORTH,RESIDENTIAL,17.8,2026-01-12
M-00333,NORTH,RESIDENTIAL,21.69,2026-01-31
M-00557,WEST,COMMERCIAL,70.84,2026-01-08
M-01589,NORTH,COMMERCIAL,79.25,2026-01-09
M-01349,EAST,RESIDENTIAL,18.03,2026-01-26
M-00301,EAST,COMMERCIAL,89.26,2026-01-26
M-01785,WEST,COMMERCIAL,75.88,2026-01-23
M-00955,NORTH,RESIDENTIAL,14.01,2026-01-24
M-01104,EAST,PROSUMER,10.18,2026-01-04
M-01900,SOUTH,RESIDENTIAL,19.64,2026-01-01
M-00792,EAST,RESIDENTIAL,15.24,2026-01-21
M-01359,NORTH,INDUSTRIAL,482.99,2026-01-08
M-01389,WEST,RESIDENTIAL,15.84,2026-01-04
M-01188,SOUTH,RESIDENTIAL,21.23,2026-01-28
M-01548,EAST,COMMERCIAL,88.41,2026-01-25
M-00778,NORTH,PROSUMER,11.66,2026-01-21
M-01743,SOUTH,RESIDENTIAL,20.63,2026-01-09
M-01481,SOUTH,RESIDENTIAL,15.6,2026-01-22
M-00291,WEST,COMMERCIAL,93.96,2026-01-29
M-00673,NORTH,RESIDENTIAL,15.39,2026-01-01
M-00410,SOUTH,COMMERCIAL,81.27,2026-01-31
M-00975,SOUTH,RESIDENTIAL,18.26,2026-01-02
M-01919,EAST,INDUSTRIAL,484.3,2026-01-20
M-00612,EAST,COMMERCIAL,83.13,2026-01-02
M-00914,SOUTH,COMMERCIAL,88.06,2026-01-29
M-01289,SOUTH,RESIDENTIAL,18.2,2026-01-18
M-00065,EAST,RESIDENTIAL,14.56,2026-01-17
M-01760,EAST,COMMERCIAL,65.23,2026-01-03
M-00931,WEST,COMMERCIAL,72.23,2026-01-06
M-01231,WEST,RESIDENTIAL,19.91,2026-01-31
M-00850,SOUTH,RESIDENTIAL,20.51,2026-01-18
M-00607,WEST,RESIDENTIAL,22.84,2026-01-27
M-00613,NORTH,RESIDENTIAL,13.55,2026-01-27
M-00062,SOUTH,COMMERCIAL,81.46,2026-01-22
M-01743,SOUTH,RESIDENTIAL,14.86,2026-01-01
M-01352,NORTH,COMMERCIAL,89.04,2026-01-19
M-01979,NORTH,RESIDENTIAL,19.64,2026-01-11
M-01325,EAST,PROSUMER,11.66,2026-01-15
M-01293,SOUTH,INDUSTRIAL,475.69,2026-01-09
M-00005,NORTH,RESIDENTIAL,19.49,2026-01-14
M-01920,SOUTH,RESIDENTIAL,16.3,2026-01-19
M-01812,EAST,RESIDENTIAL,14.05,2026-01-29
M-00789,NORTH,RESIDENTIAL,21.73,2026-01-28
M-00832,NORTH,RESIDENTIAL,21.09,2026-01-13
M-00272,WEST,COMMERCIAL,70.33,2026-01-01
M-01722,WEST,COMMERCIAL,79.46,2026-01-01
M-00492,EAST,COMMERCIAL,88.18,2026-01-20
M-01552,NORTH,RESIDENTIAL,18.63,2026-01-26
M-00359,WEST,RESIDENTIAL,14.45,2026-01-30
M-01808,SOUTH,RESIDENTIAL,19.92,2026-01-09
M-00575,WEST,PROSUMER,12.64,2026-01-09
M-00782,NORTH,RESIDENTIAL,22.77,2026-01-21
M-01334,EAST,COMMERCIAL,77.78,2026-01-06
M-01069,NORTH,INDUSTRIAL,375.8,2026-01-22
M-01683,NORTH,RESIDENTIAL,17.71,2026-01-29
M-00366,NORTH,RESIDENTIAL,18.03,2026-01-01
M-01507,WEST,COMMERCIAL,79.73,2026-01-24
M-01348,SOUTH,RESIDENTIAL,21.82,2026-01-05
M-00611,WEST,PROSUMER,11.04,2026-01-06
M-00836,NORTH,COMMERCIAL,74.68,2026-01-20
M-00039,WEST,COMMERCIAL,109.57,2026-01-19
M-01960,EAST,RESIDENTIAL,21.3,2026-01-08
M-00940,SOUTH,RESIDENTIAL,18.01,2026-01-12
M-01863,SOUTH,INDUSTRIAL,460.01,2026-01-09
M-01168,WEST,COMMERCIAL,65.58,2026-01-15
M-01443,EAST,COMMERCIAL,98.19,2026-01-02
M-00512,WEST,RESIDENTIAL,14.73,2026-01-20
M-00002,SOUTH,RESIDENTIAL,21.2,2026-01-05
M-01881,WEST,COMMERCIAL,81.65,2026-01-25
M-00273,EAST,RESIDENTIAL,20.52,2026-01-28
M-01567,WEST,COMMERCIAL,83.62,2026-01-29
M-00727,EAST,INDUSTRIAL,402.85,2026-01-08
M-01431,WEST,COMMERCIAL,71.6,2026-01-25
M-00163,NORTH,RESIDENTIAL,19.45,2026-01-23
M-01092,NORTH,PROSUMER,10.4,2026-01-27
M-01929,EAST,RESIDENTIAL,18.96,2026-01-09
M-01392,WEST,RESIDENTIAL,23.4,2026-01-01
M-01694,EAST,RESIDENTIAL,17.0,2026-01-23
M-00558,SOUTH,COMMERCIAL,95.92,2026-01-27
M-00301,EAST,COMMERCIAL,74.38,2026-01-04
M-00722,SOUTH,RESIDENTIAL,17.39,2026-01-28
M-01021,NORTH,RESIDENTIAL,15.1,2026-01-08
M-01061,WEST,PROSUMER,11.53,2026-01-12
M-00842,EAST,RESIDENTIAL,22.2,2026-01-05
M-00405,SOUTH,RESIDENTIAL,19.99,2026-01-31
M-00781,SOUTH,RESIDENTIAL,20.05,2026-01-13
M-01653,EAST,RESIDENTIAL,15.0,2026-01-15
M-01084,WEST,RESIDENTIAL,15.7,2026-01-14
M-00582,EAST,PROSUMER,13.56,2026-01-19
M-00636,NORTH,RESIDENTIAL,19.16,2026-01-19
M-01673,SOUTH,RESIDENTIAL,23.2,2026-01-16
M-01366,SOUTH,RESIDENTIAL,16.93,2026-01-29
M-00357,EAST,COMMERCIAL,84.7,2026-01-05
M-00381,EAST,RESIDENTIAL,11.36,2026-01-20
M-01075,NORTH,COMMERCIAL,98.0,2026-01-13
M-01155,EAST,PROSUMER,16.21,2026-01-20
M-00264,SOUTH,COMMERCIAL,75.42,2026-01-01
M-01980,NORTH,COMMERCIAL,93.57,2026-01-15
M-01943,NORTH,COMMERCIAL,73.16,2026-01-30
M-00388,NORTH,RESIDENTIAL,16.84,2026-01-29
M-00707,EAST,PROSUMER,10.15,2026-01-13
M-01823,SOUTH,RESIDENTIAL,15.7,2026-01-31
M-01231,WEST,RESIDENTIAL,19.55,2026-01-22
M-01510,WEST,PROSUMER,9.84,2026-01-20
M-01621,NORTH,COMMERCIAL,84.03,2026-01-31
M-00657,SOUTH,INDUSTRIAL,372.68,2026-01-25
M-01133,SOUTH,RESIDENTIAL,10.83,2026-01-24
M-01139,SOUTH,COMMERCIAL,89.83,2026-01-17
M-00951,EAST,INDUSTRIAL,333.47,2026-01-23
M-00763,NORTH,COMMERCIAL,85.5,2026-01-30
M-01600,SOUTH,INDUSTRIAL,451.96,2026-01-14
M-00522,SOUTH,COMMERCIAL,85.5,2026-01-17
M-00354,EAST,RESIDENTIAL,12.64,2026-01-02
M-00516,EAST,RESIDENTIAL,17.21,2026-01-29
M-01246,SOUTH,RESIDENTIAL,18.05,2026-01-27
M-01236,WEST,COMMERCIAL,96.35,2026-01-17
M-01528,NORTH,INDUSTRIAL,504.26,2026-01-07
M-00317,EAST,INDUSTRIAL,407.22,2026-01-05
M-00825,EAST,RESIDENTIAL,23.66,2026-01-01
M-00594,WEST,RESIDENTIAL,19.05,2026-01-10
M-00102,NORTH,INDUSTRIAL,516.69,2026-01-21
M-01905,EAST,RESIDENTIAL,17.45,2026-01-13
M-00301,EAST,COMMERCIAL,69.32,2026-01-27
M-00138,EAST,PROSUMER,10.0,2026-01-31
M-01623,EAST,RESIDENTIAL,17.78,2026-01-10
M-01747,NORTH,RESIDENTIAL,14.03,2026-01-02
M-01784,WEST,RESIDENTIAL,17.59,2026-01-10
M-00446,EAST,RESIDENTIAL,14.55,2026-01-10
M-00243,EAST,RESIDENTIAL,19.4,2026-01-01
M-01016,NORTH,RESIDENTIAL,22.73,2026-01-11
M-00312,WEST,INDUSTRIAL,368.03,2026-01-29
M-00272,WEST,COMMERCIAL,72.98,2026-01-02
M-01212,NORTH,RESIDENTIAL,14.24,2026-01-20
M-01706,NORTH,COMMERCIAL,80.42,2026-01-22
M-00786,NORTH,RESIDENTIAL,20.55,2026-01-10
M-01925,SOUTH,RESIDENTIAL,22.0,2026-01-23
M-00278,SOUTH,COMMERCIAL,94.57,2026-01-10
M-01986,EAST,COMMERCIAL,78.81,2026-01-23
M-01330,WEST,RESIDENTIAL,19.61,2026-01-05
M-00690,SOUTH,RESIDENTIAL,18.59,2026-01-27
M-00476,EAST,RESIDENTIAL,15.19,2026-01-01
M-00874,WEST,RESIDENTIAL,16.67,2026-01-14
M-01247,WEST,COMMERCIAL,90.54,2026-01-31
M-00535,SOUTH,INDUSTRIAL,336.45,2026-01-18
M-01855,EAST,RESIDENTIAL,13.13,2026-01-20
M-01165,EAST,PROSUMER,14.34,2026-01-31
M-01695,EAST,COMMERCIAL,52.14,2026-01-25
M-01673,SOUTH,RESIDENTIAL,15.97,2026-01-02
M-01330,WEST,RESIDENTIAL,15.72,2026-01-28
M-01801,EAST,RESIDENTIAL,20.43,2026-01-01
M-00175,WEST,INDUSTRIAL,394.35,2026-01-16
M-01916,SOUTH,COMMERCIAL,76.95,2026-01-01
M-00919,NORTH,RESIDENTIAL,16.96,2026-01-20
M-01078,EAST,INDUSTRIAL,435.77,2026-01-14
M-01172,EAST,RESIDENTIAL,19.54,2026-01-11
M-01566,EAST,PROSUMER,11.86,2026-01-21
M-01875,EAST,COMMERCIAL,71.25,2026-01-24
M-01740,SOUTH,RESIDENTIAL,14.39,2026-01-28
M-00014,WEST,RESIDENTIAL,18.08,2026-01-10
M-01006,WEST,RESIDENTIAL,24.39,2026-01-09
M-00247,NORTH,COMMERCIAL,89.72,2026-01-23
