meter_id,substation_id,region,daily_kw,date
M-00111,SS-E-009,EAST,21.66,2026-01-04
M-01043,SS-W-019,WEST,434.05,2026-01-19
M-00111,SS-E-009,EAST,17.78,2026-01-03
M-01336,SS-N-001,NORTH,78.31,2026-01-21
M-00434,SS-E-018,EAST,420.61,2026-01-28
M-00729,SS-E-021,EAST,18.44,2026-01-04
M-00052,SS-E-008,EAST,20.75,2026-01-09
M-01858,SS-W-015,WEST,77.16,2026-01-13
M-00111,SS-E-009,EAST,17.1,2026-01-16
M-01630,SS-E-013,EAST,88.43,2026-01-19
M-00895,SS-N-008,NORTH,15.13,2026-01-22
M-00123,SS-S-012,SOUTH,89.13,2026-01-22
M-00408,SS-S-028,SOUTH,18.41,2026-01-16
M-00099,SS-N-020,NORTH,20.51,2026-01-22
M-00008,SS-E-001,EAST,479.03,2026-01-06
M-00052,SS-E-008,EAST,16.85,2026-01-12
M-00947,SS-W-022,WEST,16.51,2026-01-01
M-01736,SS-N-004,NORTH,20.2,2026-01-08
M-00683,SS-W-012,WEST,532.59,2026-01-04
M-00187,SS-N-025,NORTH,462.9,2026-01-22
M-00198,SS-S-006,SOUTH,349.37,2026-01-22
M-01031,SS-W-014,WEST,14.49,2026-01-21
M-00535,SS-S-002,SOUTH,421.8,2026-01-30
M-00055,SS-S-016,SOUTH,19.82,2026-01-10
M-01184,SS-W-029,WEST,13.63,2026-01-10
M-01464,SS-S-011,SOUTH,93.98,2026-01-30
M-00219,SS-N-019,NORTH,102.72,2026-01-11
M-01152,SS-S-019,SOUTH,17.88,2026-01-31
M-01938,SS-S-004,SOUTH,62.24,2026-01-02
M-00031,SS-W-021,WEST,456.07,2026-01-19
M-00954,SS-N-011,NORTH,100.41,2026-01-25
M-00111,SS-E-009,EAST,17.19,2026-01-08
M-01245,SS-N-008,NORTH,12.56,2026-01-30
M-01175,SS-N-011,NORTH,17.74,2026-01-11
M-00099,SS-N-020,NORTH,17.96,2026-01-12
M-00099,SS-N-020,NORTH,20.35,2026-01-26
M-00111,SS-E-009,EAST,19.13,2026-01-25
M-00433,SS-N-004,NORTH,15.14,2026-01-18
M-00194,SS-W-027,WEST,100.79,2026-01-29
M-00047,SS-E-017,EAST,461.15,2026-01-12
M-00567,SS-N-024,NORTH,72.98,2026-01-11
M-00596,SS-W-003,WEST,18.06,2026-01-13
M-00676,SS-W-002,WEST,20.07,2026-01-03
M-00052,SS-E-008,EAST,20.2,2026-01-29
M-01430,SS-E-019,EAST,84.41,2026-01-20
M-00133,SS-W-027,WEST,17.94,2026-01-26
M-00187,SS-N-025,NORTH,437.03,2026-01-06
M-00123,SS-S-012,SOUTH,65.82,2026-01-29
M-00198,SS-S-006,SOUTH,448.09,2026-01-08
M-00055,SS-S-016,SOUTH,16.35,2026-01-12
M-00099,SS-N-020,NORTH,19.16,2026-01-15
M-00030,SS-E-016,EAST,17.95,2026-01-31
M-01543,SS-E-030,EAST,19.46,2026-01-08
M-00099,SS-N-020,NORTH,19.59,2026-01-06
M-00030,SS-E-016,EAST,18.55,2026-01-27
M-01443,SS-E-002,EAST,83.56,2026-01-16
M-00031,SS-W-021,WEST,516.91,2026-01-09
M-00201,SS-W-027,WEST,16.78,2026-01-14
M-00123,SS-S-012,SOUTH,73.91,2026-01-13
M-00055,SS-S-016,SOUTH,18.85,2026-01-06
M-00030,SS-E-016,EAST,20.46,2026-01-01
M-01394,SS-N-001,NORTH,84.86,2026-01-17
M-01355,SS-N-004,NORTH,80.71,2026-01-04
M-00031,SS-W-021,WEST,308.74,2026-01-11
M-00742,SS-W-011,WEST,84.2,2026-01-28
M-00745,SS-S-004,SOUTH,17.56,2026-01-13
M-00461,SS-W-010,WEST,9.58,2026-01-27
M-00071,SS-W-002,WEST,348.98,2026-01-03
M-00123,SS-S-012,SOUTH,84.43,2026-01-22
M-00030,SS-E-016,EAST,16.08,2026-01-12
M-00031,SS-W-021,WEST,432.7,2026-01-10
M-00180,SS-S-011,SOUTH,20.04,2026-01-15
M-01384,SS-N-030,NORTH,17.58,2026-01-09
M-01117,SS-N-009,NORTH,101.35,2026-01-03
M-00008,SS-E-001,EAST,474.91,2026-01-01
M-01532,SS-E-029,EAST,15.87,2026-01-21
M-01725,SS-W-006,WEST,16.15,2026-01-31
M-00047,SS-E-017,EAST,491.82,2026-01-08
M-01029,SS-W-003,WEST,411.9,2026-01-07
M-01002,SS-E-019,EAST,17.83,2026-01-06
M-01792,SS-W-017,WEST,93.38,2026-01-22
M-00047,SS-E-017,EAST,532.27,2026-01-08
M-00047,SS-E-017,EAST,460.23,2026-01-04
M-00569,SS-E-006,EAST,305.37,2026-01-23
M-00306,SS-S-010,SOUTH,121.4,2026-01-10
M-01629,SS-E-027,EAST,432.01,2026-01-02
M-00055,SS-S-016,SOUTH,18.75,2026-01-02
M-01020,SS-W-016,WEST,85.75,2026-01-30
M-00099,SS-N-020,NORTH,11.98,2026-01-07
M-00187,SS-N-025,NORTH,362.88,2026-01-22
M-00123,SS-S-012,SOUTH,67.26,2026-01-23
M-01531,SS-W-005,WEST,83.14,2026-01-07
M-01879,SS-N-016,NORTH,10.57,2026-01-26
M-00123,SS-S-012,SOUTH,85.13,2026-01-05
M-01111,SS-S-015,SOUTH,17.45,2026-01-26
M-00198,SS-S-006,SOUTH,428.34,2026-01-20
M-00030,SS-E-016,EAST,19.78,2026-01-03
M-00001,SS-N-009,NORTH,23.4,2026-01-23
M-00331,SS-W-005,WEST,19.36,2026-01-10
M-00334,SS-E-013,EAST,91.98,2026-01-12
M-00061,SS-N-019,NORTH,19.61,2026-01-05
M-00052,SS-E-008,EAST,15.61,2026-01-05
M-00123,SS-S-012,SOUTH,101.71,2026-01-08
M-00030,SS-E-016,EAST,14.3,2026-01-13
M-00111,SS-E-009,EAST,16.58,2026-01-11
M-01463,SS-N-029,NORTH,23.4,2026-01-20
M-01506,SS-N-030,NORTH,423.85,2026-01-01
M-00922,SS-W-011,WEST,12.34,2026-01-22
M-00111,SS-E-009,EAST,13.2,2026-01-08
M-00978,SS-S-024,SOUTH,17.03,2026-01-25
M-01071,SS-N-028,NORTH,21.43,2026-01-18
M-00099,SS-N-020,NORTH,19.03,2026-01-05
M-00187,SS-N-025,NORTH,470.84,2026-01-17
M-00554,SS-S-002,SOUTH,14.96,2026-01-31
M-00198,SS-S-006,SOUTH,375.51,2026-01-12
M-00350,SS-W-001,WEST,14.36,2026-01-27
M-01859,SS-N-008,NORTH,11.18,2026-01-04
M-00111,SS-E-009,EAST,20.96,2026-01-09
M-01291,SS-W-022,WEST,8.28,2026-01-03
M-00047,SS-E-017,EAST,410.31,2026-01-16
M-01699,SS-N-008,NORTH,17.81,2026-01-16
M-01932,SS-W-017,WEST,23.69,2026-01-07
M-00085,SS-W-010,WEST,18.08,2026-01-26
M-01408,SS-W-027,WEST,18.63,2026-01-17
M-00123,SS-S-012,SOUTH,80.92,2026-01-16
M-00055,SS-S-016,SOUTH,16.25,2026-01-28
M-00851,SS-N-028,NORTH,110.83,2026-01-23
M-00333,SS-N-009,NORTH,12.17,2026-01-25
M-00008,SS-E-001,EAST,426.24,2026-01-05
M-01829,SS-E-006,EAST,100.72,2026-01-28
M-01190,SS-E-003,EAST,15.44,2026-01-14
M-00123,SS-S-012,SOUTH,81.59,2026-01-09
M-01507,SS-W-003,WEST,93.3,2026-01-29
M-01197,SS-S-014,SOUTH,12.46,2026-01-27
M-01712,SS-E-005,EAST,18.9,2026-01-28
M-00924,SS-E-024,EAST,16.65,2026-01-07
M-00047,SS-E-017,EAST,504.58,2026-01-14
M-00008,SS-E-001,EAST,318.22,2026-01-20
M-01075,SS-N-030,NORTH,94.42,2026-01-10
M-01381,SS-N-024,NORTH,20.08,2026-01-19
M-01314,SS-W-025,WEST,88.66,2026-01-31
M-00639,SS-N-001,NORTH,463.98,2026-01-03
M-00111,SS-E-009,EAST,17.44,2026-01-12
M-00938,SS-S-014,SOUTH,16.35,2026-01-08
M-01494,SS-W-027,WEST,18.26,2026-01-05
M-01323,SS-W-010,WEST,21.04,2026-01-15
M-00406,SS-N-005,NORTH,16.76,2026-01-17
M-00419,SS-W-004,WEST,17.46,2026-01-11
M-00599,SS-N-022,NORTH,75.2,2026-01-27
M-00835,SS-S-008,SOUTH,347.77,2026-01-02
M-00868,SS-S-023,SOUTH,86.68,2026-01-29
M-01336,SS-N-001,NORTH,80.46,2026-01-27
M-00112,SS-N-014,NORTH,22.46,2026-01-15
M-00121,SS-E-026,EAST,377.69,2026-01-14
M-00271,SS-N-014,NORTH,17.01,2026-01-22
M-01074,SS-S-028,SOUTH,13.58,2026-01-18
M-00500,SS-S-015,SOUTH,12.38,2026-01-29
M-00099,SS-N-020,NORTH,22.17,2026-01-10
M-00666,SS-N-029,NORTH,18.02,2026-01-29
M-00021,SS-E-012,EAST,20.56,2026-01-26
M-00699,SS-E-022,EAST,20.32,2026-01-18
M-00111,SS-E-009,EAST,19.3,2026-01-24
M-00166,SS-N-028,NORTH,556.07,2026-01-26
M-00198,SS-S-006,SOUTH,401.09,2026-01-03
M-00111,SS-E-009,EAST,19.64,2026-01-30
M-01786,SS-E-021,EAST,16.28,2026-01-14
M-00031,SS-W-021,WEST,414.66,2026-01-05
M-01572,SS-E-020,EAST,13.86,2026-01-23
M-00052,SS-E-008,EAST,19.69,2026-01-20
M-00031,SS-W-021,WEST,463.33,2026-01-13
M-01523,SS-S-003,SOUTH,85.38,2026-01-31
M-00187,SS-N-025,NORTH,365.79,2026-01-12
M-01721,SS-W-025,WEST,16.59,2026-01-26
M-00123,SS-S-012,SOUTH,85.53,2026-01-25
M-01914,SS-S-025,SOUTH,14.98,2026-01-15
M-01987,SS-E-024,EAST,20.14,2026-01-07
M-00013,SS-E-024,EAST,401.18,2026-01-24
M-01128,SS-E-015,EAST,19.21,2026-01-28
M-01909,SS-N-023,NORTH,23.91,2026-01-06
M-00849,SS-W-023,WEST,100.53,2026-01-25
M-00217,SS-S-025,SOUTH,19.26,2026-01-14
M-00042,SS-E-011,EAST,71.65,2026-01-15
M-01626,SS-N-014,NORTH,17.6,2026-01-08
M-01989,SS-E-030,EAST,425.51,2026-01-16
M-01688,SS-N-010,NORTH,16.49,2026-01-31
M-00052,SS-E-008,EAST,19.28,2026-01-03
M-00848,SS-W-013,WEST,19.82,2026-01-01
M-00111,SS-E-009,EAST,20.22,2026-01-16
M-01092,SS-N-001,NORTH,12.5,2026-01-19
M-00158,SS-S-010,SOUTH,84.35,2026-01-01
M-00141,SS-E-011,EAST,86.5,2026-01-17
M-01234,SS-N-028,NORTH,94.58,2026-01-11
M-00055,SS-S-016,SOUTH,18.04,2026-01-08
M-01433,SS-N-001,NORTH,18.0,2026-01-24
M-00031,SS-W-021,WEST,439.41,2026-01-03
M-01061,SS-W-017,WEST,11.85,2026-01-13
M-00113,SS-E-011,EAST,18.44,2026-01-13
M-00031,SS-W-021,WEST,421.89,2026-01-23
M-00434,SS-E-018,EAST,437.1,2026-01-28
M-00434,SS-E-018,EAST,389.09,2026-01-20
M-00544,SS-S-003,SOUTH,18.58,2026-01-16
M-00047,SS-E-017,EAST,544.61,2026-01-29
M-00434,SS-E-018,EAST,444.77,2026-01-25
M-01182,SS-E-004,EAST,16.09,2026-01-05
M-00898,SS-N-011,NORTH,11.72,2026-01-09
M-00765,SS-E-024,EAST,458.69,2026-01-27
M-00434,SS-E-018,EAST,391.87,2026-01-07
M-00006,SS-N-023,NORTH,86.52,2026-01-20
M-00664,SS-W-027,WEST,64.51,2026-01-30
M-00008,SS-E-001,EAST,330.15,2026-01-24
M-01222,SS-S-005,SOUTH,431.9,2026-01-25
M-00055,SS-S-016,SOUTH,19.14,2026-01-05
M-00434,SS-E-018,EAST,452.41,2026-01-02
M-00123,SS-S-012,SOUTH,67.07,2026-01-23
M-00198,SS-S-006,SOUTH,368.64,2026-01-23
M-01291,SS-W-022,WEST,10.99,2026-01-24
M-01872,SS-E-023,EAST,17.91,2026-01-28
M-01823,SS-S-015,SOUTH,14.24,2026-01-13
M-00031,SS-W-021,WEST,320.73,2026-01-20
M-00031,SS-W-021,WEST,382.16,2026-01-19
M-00031,SS-W-021,WEST,431.14,2026-01-15
M-01676,SS-E-019,EAST,81.39,2026-01-15
M-00840,SS-N-014,NORTH,15.57,2026-01-25
M-00198,SS-S-006,SOUTH,424.54,2026-01-30
M-00111,SS-E-009,EAST,15.57,2026-01-07
M-00833,SS-N-022,NORTH,11.27,2026-01-04
M-00771,SS-W-029,WEST,16.95,2026-01-23
M-00048,SS-S-025,SOUTH,20.03,2026-01-06
M-00055,SS-S-016,SOUTH,13.9,2026-01-03
M-00055,SS-S-016,SOUTH,22.78,2026-01-21
M-00099,SS-N-020,NORTH,15.7,2026-01-31
M-00030,SS-E-016,EAST,17.76,2026-01-10
M-01128,SS-E-015,EAST,16.07,2026-01-28
M-00533,SS-W-014,WEST,14.25,2026-01-18
M-00246,SS-N-011,NORTH,100.68,2026-01-31
M-00096,SS-E-013,EAST,18.44,2026-01-16
M-00590,SS-E-024,EAST,13.1,2026-01-22
M-00742,SS-W-011,WEST,84.33,2026-01-09
M-00008,SS-E-001,EAST,510.7,2026-01-22
M-00832,SS-N-027,NORTH,20.71,2026-01-07
M-00123,SS-S-012,SOUTH,111.31,2026-01-15
M-00790,SS-S-024,SOUTH,420.05,2026-01-11
M-01187,SS-W-019,WEST,76.67,2026-01-09
M-01783,SS-S-003,SOUTH,13.53,2026-01-21
M-00123,SS-S-012,SOUTH,70.58,2026-01-18
M-00123,SS-S-012,SOUTH,97.6,2026-01-12
M-00444,SS-S-028,SOUTH,435.01,2026-01-28
M-01811,SS-E-011,EAST,59.16,2026-01-24
M-01581,SS-W-012,WEST,13.92,2026-01-29
M-00434,SS-E-018,EAST,311.55,2026-01-15
M-00111,SS-E-009,EAST,13.41,2026-01-10
M-00434,SS-E-018,EAST,492.86,2026-01-23
M-01228,SS-W-028,WEST,94.67,2026-01-02
M-01265,SS-N-013,NORTH,17.37,2026-01-28
M-00232,SS-E-007,EAST,19.99,2026-01-05
M-01615,SS-E-026,EAST,16.21,2026-01-26
M-00850,SS-S-027,SOUTH,21.56,2026-01-11
M-00531,SS-E-019,EAST,79.17,2026-01-01
M-00031,SS-W-021,WEST,419.73,2026-01-05
M-00099,SS-N-020,NORTH,14.63,2026-01-12
M-00982,SS-N-018,NORTH,96.13,2026-01-02
M-00471,SS-N-019,NORTH,400.2,2026-01-04
M-00030,SS-E-016,EAST,17.61,2026-01-18
M-01039,SS-S-004,SOUTH,18.65,2026-01-01
M-00041,SS-N-004,NORTH,92.92,2026-01-24
M-00675,SS-E-007,EAST,96.0,2026-01-05
M-00069,SS-W-004,WEST,15.75,2026-01-03
M-00702,SS-S-010,SOUTH,14.87,2026-01-15
M-01228,SS-W-028,WEST,91.14,2026-01-28
M-00055,SS-S-016,SOUTH,12.46,2026-01-08
M-00273,SS-E-010,EAST,17.11,2026-01-30
M-01201,SS-N-010,NORTH,18.02,2026-01-09
M-00141,SS-E-011,EAST,74.24,2026-01-04
M-00269,SS-S-003,SOUTH,23.79,2026-01-04
M-01086,SS-S-019,SOUTH,17.1,2026-01-14
M-00373,SS-W-010,WEST,10.67,2026-01-08
M-00982,SS-N-018,NORTH,85.15,2026-01-30
M-01905,SS-E-007,EAST,17.68,2026-01-22
M-00574,SS-N-010,NORTH,17.25,2026-01-19
M-00069,SS-W-004,WEST,20.48,2026-01-17
M-00187,SS-N-025,NORTH,405.47,2026-01-21
M-00055,SS-S-016,SOUTH,13.95,2026-01-13
M-00052,SS-E-008,EAST,19.0,2026-01-18
M-00434,SS-E-018,EAST,416.14,2026-01-11
M-00099,SS-N-020,NORTH,15.64,2026-01-25
M-00317,SS-E-010,EAST,486.08,2026-01-14
M-01427,SS-S-021,SOUTH,12.75,2026-01-07
M-00031,SS-W-021,WEST,377.11,2026-01-11
M-01011,SS-E-012,EAST,19.78,2026-01-01
M-01099,SS-W-003,WEST,10.98,2026-01-15
M-00099,SS-N-020,NORTH,18.53,2026-01-22
M-00621,SS-N-023,NORTH,21.34,2026-01-12
M-01577,SS-N-018,NORTH,373.32,2026-01-02
M-01999,SS-E-011,EAST,437.26,2026-01-11
M-00552,SS-S-024,SOUTH,19.55,2026-01-08
M-01624,SS-E-007,EAST,18.64,2026-01-02
M-00434,SS-E-018,EAST,381.76,2026-01-07
M-01753,SS-E-024,EAST,15.16,2026-01-16
M-00009,SS-S-011,SOUTH,70.35,2026-01-18
M-00182,SS-W-023,WEST,94.18,2026-01-14
M-00592,SS-E-026,EAST,76.7,2026-01-13
M-01784,SS-W-022,WEST,11.44,2026-01-18
M-00008,SS-E-001,EAST,388.03,2026-01-28
M-01331,SS-S-001,SOUTH,16.53,2026-01-01
M-00047,SS-E-017,EAST,301.86,2026-01-26
M-01556,SS-N-014,NORTH,69.64,2026-01-11
M-01723,SS-S-018,SOUTH,96.25,2026-01-07
M-01986,SS-E-004,EAST,111.3,2026-01-13
M-00055,SS-S-016,SOUTH,18.46,2026-01-28
M-01906,SS-N-001,NORTH,19.94,2026-01-21
M-00712,SS-E-020,EAST,20.77,2026-01-01
M-01333,SS-N-021,NORTH,17.53,2026-01-25
M-00099,SS-N-020,NORTH,16.86,2026-01-01
M-00123,SS-S-012,SOUTH,74.59,2026-01-17
M-00845,SS-S-004,SOUTH,12.98,2026-01-23
M-00099,SS-N-020,NORTH,16.95,2026-01-09
M-00859,SS-W-030,WEST,15.44,2026-01-10
M-00198,SS-S-006,SOUTH,444.36,2026-01-14
M-00052,SS-E-008,EAST,19.0,2026-01-09
M-01626,SS-N-014,NORTH,16.51,2026-01-07
M-01498,SS-E-030,EAST,74.94,2026-01-11
M-00248,SS-S-024,SOUTH,15.76,2026-01-25
M-01829,SS-E-006,EAST,103.95,2026-01-09
M-00861,SS-N-028,NORTH,20.76,2026-01-03
M-00916,SS-W-018,WEST,82.32,2026-01-18
M-00742,SS-W-011,WEST,73.31,2026-01-05
M-00099,SS-N-020,NORTH,18.06,2026-01-18
M-01007,SS-S-001,SOUTH,16.49,2026-01-31
M-01768,SS-N-008,NORTH,20.63,2026-01-09
M-00111,SS-E-009,EAST,15.9,2026-01-20
M-01754,SS-N-018,NORTH,73.15,2026-01-22
M-00406,SS-N-005,NORTH,18.31,2026-01-03
M-01254,SS-N-029,NORTH,15.73,2026-01-07
M-01358,SS-N-028,NORTH,537.25,2026-01-05
M-01776,SS-E-015,EAST,14.0,2026-01-26
M-00031,SS-W-021,WEST,344.28,2026-01-08
M-00198,SS-S-006,SOUTH,397.14,2026-01-16
M-00123,SS-S-012,SOUTH,89.63,2026-01-27
M-00087,SS-N-002,NORTH,99.38,2026-01-20
M-00102,SS-N-012,NORTH,390.52,2026-01-04
M-00030,SS-E-016,EAST,21.38,2026-01-07
M-00452,SS-E-010,EAST,15.99,2026-01-16
M-00149,SS-E-011,EAST,89.55,2026-01-22
M-00111,SS-E-009,EAST,15.86,2026-01-08
M-00031,SS-W-021,WEST,523.96,2026-01-02
M-01704,SS-W-003,WEST,19.94,2026-01-18
M-00823,SS-S-018,SOUTH,12.79,2026-01-12
M-00008,SS-E-001,EAST,375.21,2026-01-27
M-00030,SS-E-016,EAST,22.17,2026-01-15
M-01227,SS-N-018,NORTH,20.88,2026-01-10
M-00409,SS-N-012,NORTH,19.3,2026-01-26
M-01854,SS-W-007,WEST,13.69,2026-01-10
M-00052,SS-E-008,EAST,17.74,2026-01-02
M-01648,SS-S-004,SOUTH,97.27,2026-01-08
M-00123,SS-S-012,SOUTH,101.85,2026-01-04
M-01197,SS-S-014,SOUTH,9.72,2026-01-21
M-00903,SS-W-010,WEST,9.31,2026-01-03
M-01974,SS-E-019,EAST,21.93,2026-01-31
M-00123,SS-S-012,SOUTH,97.51,2026-01-16
M-00099,SS-N-020,NORTH,14.15,2026-01-29
M-00008,SS-E-001,EAST,445.04,2026-01-15
M-01384,SS-N-030,NORTH,17.06,2026-01-02
M-01568,SS-W-027,WEST,14.88,2026-01-05
M-00613,SS-N-010,NORTH,17.02,2026-01-24
M-00052,SS-E-008,EAST,17.62,2026-01-20
M-00533,SS-W-014,WEST,15.83,2026-01-04
M-00712,SS-E-020,EAST,15.85,2026-01-29
M-00286,SS-N-022,NORTH,19.37,2026-01-28
M-01120,SS-S-004,SOUTH,19.68,2026-01-14
M-00276,SS-E-021,EAST,112.27,2026-01-30
M-00187,SS-N-025,NORTH,453.7,2026-01-25
M-00187,SS-N-025,NORTH,489.67,2026-01-20
M-01712,SS-E-005,EAST,14.88,2026-01-17
M-00031,SS-W-021,WEST,601.03,2026-01-23
M-01783,SS-S-003,SOUTH,16.77,2026-01-17
M-01939,SS-N-015,NORTH,19.63,2026-01-26
M-00068,SS-W-016,WEST,15.27,2026-01-10
M-00704,SS-W-012,WEST,16.15,2026-01-06
M-01889,SS-N-009,NORTH,9.86,2026-01-18
M-01008,SS-W-023,WEST,19.61,2026-01-15
M-01066,SS-N-017,NORTH,17.66,2026-01-31
M-00099,SS-N-020,NORTH,18.33,2026-01-20
M-00341,SS-N-023,NORTH,15.27,2026-01-17
M-00123,SS-S-012,SOUTH,99.54,2026-01-31
M-01757,SS-N-007,NORTH,360.53,2026-01-10
M-00123,SS-S-012,SOUTH,83.67,2026-01-19
M-01812,SS-E-021,EAST,18.97,2026-01-02
M-00658,SS-E-006,EAST,15.62,2026-01-24
M-00701,SS-S-010,SOUTH,17.73,2026-01-22
M-00194,SS-W-027,WEST,99.99,2026-01-09
M-00099,SS-N-020,NORTH,20.81,2026-01-05
M-01594,SS-W-020,WEST,91.61,2026-01-23
M-00031,SS-W-021,WEST,429.04,2026-01-09
M-00434,SS-E-018,EAST,485.44,2026-01-10
M-00607,SS-W-020,WEST,16.53,2026-01-30
M-00187,SS-N-025,NORTH,370.62,2026-01-20
M-00068,SS-W-016,WEST,17.14,2026-01-24
M-00500,SS-S-015,SOUTH,13.39,2026-01-30
M-00093,SS-S-002,SOUTH,73.52,2026-01-06
M-00030,SS-E-016,EAST,15.42,2026-01-11
M-01076,SS-W-008,WEST,16.76,2026-01-31
M-00099,SS-N-020,NORTH,20.01,2026-01-19
M-00030,SS-E-016,EAST,21.14,2026-01-23
M-01956,SS-S-009,SOUTH,403.68,2026-01-27
M-01186,SS-E-004,EAST,13.85,2026-01-04
M-00031,SS-W-021,WEST,482.55,2026-01-19
M-00735,SS-E-025,EAST,78.65,2026-01-23
M-00782,SS-N-022,NORTH,20.03,2026-01-23
M-00286,SS-N-022,NORTH,12.45,2026-01-10
M-00047,SS-E-017,EAST,557.2,2026-01-20
M-00123,SS-S-012,SOUTH,82.69,2026-01-25
M-00008,SS-E-001,EAST,438.94,2026-01-14
M-00099,SS-N-020,NORTH,15.97,2026-01-07
M-01029,SS-W-003,WEST,425.19,2026-01-14
M-01906,SS-N-001,NORTH,17.03,2026-01-04
M-00030,SS-E-016,EAST,17.79,2026-01-31
M-00111,SS-E-009,EAST,15.45,2026-01-03
M-00198,SS-S-006,SOUTH,398.68,2026-01-16
M-00187,SS-N-025,NORTH,498.08,2026-01-06
M-00047,SS-E-017,EAST,296.22,2026-01-08
M-00434,SS-E-018,EAST,341.51,2026-01-19
M-00055,SS-S-016,SOUTH,20.18,2026-01-08
M-01500,SS-S-001,SOUTH,13.42,2026-01-10
M-00055,SS-S-016,SOUTH,21.66,2026-01-05
M-01035,SS-N-022,NORTH,428.92,2026-01-09
M-00172,SS-E-029,EAST,12.34,2026-01-26
M-00031,SS-W-021,WEST,353.51,2026-01-24
M-00434,SS-E-018,EAST,390.94,2026-01-23
M-02000,SS-W-027,WEST,91.43,2026-01-13
M-00099,SS-N-020,NORTH,22.03,2026-01-05
M-00031,SS-W-021,WEST,404.42,2026-01-18
M-00671,SS-W-025,WEST,23.15,2026-01-26
M-00842,SS-E-010,EAST,15.64,2026-01-14
M-00099,SS-N-020,NORTH,19.28,2026-01-31
M-01964,SS-E-003,EAST,11.62,2026-01-26
M-00030,SS-E-016,EAST,16.2,2026-01-24
M-01556,SS-N-014,NORTH,101.6,2026-01-26
M-00055,SS-S-016,SOUTH,18.95,2026-01-01
M-00055,SS-S-016,SOUTH,17.24,2026-01-04
M-00055,SS-S-016,SOUTH,18.3,2026-01-12
M-00593,SS-N-021,NORTH,19.61,2026-01-16
M-00031,SS-W-021,WEST,401.19,2026-01-09
M-00198,SS-S-006,SOUTH,386.76,2026-01-30
M-00111,SS-E-009,EAST,21.41,2026-01-20
M-00686,SS-N-009,NORTH,76.46,2026-01-08
M-00806,SS-S-003,SOUTH,16.81,2026-01-06
M-01782,SS-N-012,NORTH,84.41,2026-01-12
M-00123,SS-S-012,SOUTH,78.09,2026-01-06
M-00416,SS-N-030,NORTH,80.39,2026-01-14
M-00297,SS-E-025,EAST,22.58,2026-01-11
M-00093,SS-S-002,SOUTH,69.68,2026-01-31
M-01926,SS-N-017,NORTH,77.15,2026-01-21
M-00031,SS-W-021,WEST,508.57,2026-01-16
M-01730,SS-E-028,EAST,16.61,2026-01-14
M-00055,SS-S-016,SOUTH,20.54,2026-01-16
M-00447,SS-E-012,EAST,9.21,2026-01-23
M-00187,SS-N-025,NORTH,412.66,2026-01-24
M-01012,SS-E-022,EAST,17.16,2026-01-14
M-00588,SS-E-020,EAST,11.91,2026-01-14
M-01485,SS-E-015,EAST,14.27,2026-01-21
M-00784,SS-N-003,NORTH,21.41,2026-01-04
M-00393,SS-W-009,WEST,12.04,2026-01-14
M-00434,SS-E-018,EAST,386.97,2026-01-19
M-00052,SS-E-008,EAST,17.94,2026-01-02
M-00055,SS-S-016,SOUTH,23.31,2026-01-31
M-00899,SS-W-011,WEST,426.81,2026-01-25
M-00052,SS-E-008,EAST,17.11,2026-01-11
M-00052,SS-E-008,EAST,22.51,2026-01-23
M-00031,SS-W-021,WEST,366.05,2026-01-25
M-01420,SS-S-011,SOUTH,20.81,2026-01-12
M-00111,SS-E-009,EAST,20.2,2026-01-30
M-01377,SS-N-021,NORTH,20.66,2026-01-04
M-00932,SS-W-004,WEST,14.38,2026-01-06
M-00015,SS-W-010,WEST,15.53,2026-01-05
M-00950,SS-W-012,WEST,82.45,2026-01-12
M-00053,SS-N-016,NORTH,19.1,2026-01-31
M-00099,SS-N-020,NORTH,17.75,2026-01-20
M-01776,SS-E-015,EAST,16.6,2026-01-22
M-00030,SS-E-016,EAST,16.18,2026-01-11
M-01006,SS-W-030,WEST,15.33,2026-01-19
M-00187,SS-N-025,NORTH,465.1,2026-01-14
M-00521,SS-N-029,NORTH,79.81,2026-01-06
M-01212,SS-N-023,NORTH,19.45,2026-01-01
M-00047,SS-E-017,EAST,386.88,2026-01-26
M-01106,SS-S-007,SOUTH,17.25,2026-01-09
M-00938,SS-S-014,SOUTH,18.01,2026-01-12
M-00287,SS-N-022,NORTH,14.26,2026-01-16
M-00099,SS-N-020,NORTH,13.79,2026-01-01
M-00198,SS-S-006,SOUTH,445.57,2026-01-10
M-00705,SS-E-019,EAST,19.01,2026-01-27
M-01598,SS-W-010,WEST,20.02,2026-01-27
M-01587,SS-N-029,NORTH,14.12,2026-01-16
M-01908,SS-S-008,SOUTH,74.19,2026-01-02
M-00031,SS-W-021,WEST,457.23,2026-01-08
M-01946,SS-S-002,SOUTH,86.32,2026-01-03
M-00055,SS-S-016,SOUTH,19.46,2026-01-05
M-01162,SS-S-028,SOUTH,11.26,2026-01-23
M-00008,SS-E-001,EAST,385.89,2026-01-25
M-00965,SS-W-015,WEST,98.62,2026-01-16
M-01843,SS-N-010,NORTH,22.04,2026-01-18
M-01334,SS-E-020,EAST,73.68,2026-01-17
M-00195,SS-W-020,WEST,12.71,2026-01-25
M-00123,SS-S-012,SOUTH,113.34,2026-01-18
M-01172,SS-E-024,EAST,14.69,2026-01-16
