meter_id,daily_kw,date,region,customer_type,substation_id,is_valid,tier
M-00364,1660.0,2026-03-12,NORTH_COAST,residential,SUB-019,true,medium
M-00365,1820.7,2026-03-11,NORTH_COAST,residential,SUB-021,true,medium
M-00366,3391.3,2026-03-20,EAST_INLAND,commercial,SUB-034,true,high
M-00367,2708.5,2026-03-21,NORTH_COAST,residential,SUB-010,true,high
M-00368,3311.4,2026-03-14,SOUTH_INLAND,commercial,SUB-034,true,high
M-00369,1887.1,2026-03-16,WEST,commercial,SUB-034,true,medium
M-00370,749.9,2026-03-10,NORTH_INLAND,residential,SUB-005,true,medium
M-00371,3011.1,2026-03-17,NORTH_COAST,industrial,SUB-036,true,high
M-00372,1805.7,2026-03-22,NORTH_COAST,commercial,SUB-021,true,medium
M-00373,1581.0,2026-03-20,NORTH_COAST,commercial,SUB-022,true,medium
M-00374,108.3,2026-03-12,NORTH_COAST,commercial,SUB-001,true,low
M-00375,3972.1,2026-03-22,NORTH_COAST,industrial,SUB-019,true,high
M-00376,3889.3,2026-03-17,SOUTH,residential,SUB-029,true,high
M-00377,4386.4,2026-03-17,SOUTH,commercial,SUB-026,true,critical
M-00378,3745.0,2026-03-20,WEST,residential,SUB-029,true,high
M-00379,1551.7,2026-03-12,NORTH_COAST,commercial,SUB-002,true,medium
M-00380,1134.1,2026-03-20,WEST_COAST,residential,SUB-023,true,medium
M-00381,168.7,2026-03-19,NORTH_COAST,residential,SUB-028,true,low
M-00382,1803.0,2026-03-16,SOUTH_INLAND,residential,SUB-031,true,medium
M-00383,2611.1,2026-03-22,WEST,residential,SUB-038,true,high
M-00384,1109.9,2026-03-18,NORTH,residential,SUB-027,true,medium
M-00385,2264.1,2026-03-15,NORTH_COAST,commercial,SUB-024,true,high
M-00386,3119.5,2026-03-22,EAST_INLAND,commercial,SUB-029,true,high
M-00387,2113.8,2026-03-12,NORTH_COAST,residential,SUB-007,true,high
M-00388,3449.4,2026-03-19,NORTH_COAST,commercial,SUB-004,true,high
M-00389,1035.2,2026-03-20,NORTH_COAST,residential,SUB-036,true,medium
M-00390,1425.0,2026-03-21,NORTH_COAST,commercial,SUB-023,true,medium
M-00391,288.0,2026-03-22,NORTH_COAST,residential,SUB-001,true,low
M-00392,1719.4,2026-03-18,NORTH_COAST,residential,SUB-020,true,medium
M-00393,1103.3,2026-03-14,WEST,commercial,SUB-013,true,medium
M-00394,1680.2,2026-03-12,NORTH_COAST,commercial,SUB-037,true,medium
M-00395,397.3,2026-03-17,SOUTH_INLAND,commercial,SUB-017,true,low
M-00396,2816.8,2026-03-14,WEST,residential,SUB-016,true,high
M-00397,4240.5,2026-03-22,NORTH_COAST,residential,SUB-012,true,critical
M-00398,2926.6,2026-03-16,NORTH_COAST,residential,SUB-016,true,high
M-00399,1017.1,2026-03-11,WEST_COAST,residential,SUB-035,true,medium
M-00400,1052.2,2026-03-12,SOUTH_INLAND,commercial,SUB-016,true,medium
M-00401,938.7,2026-03-23,NORTH_COAST,commercial,SUB-015,true,medium
M-00402,1179.9,2026-03-14,SOUTH,commercial,SUB-031,true,medium
M-00403,2334.6,2026-03-22,WEST_INLAND,industrial,SUB-008,true,high
M-00404,3155.4,2026-03-12,NORTH_COAST,commercial,SUB-037,true,high
M-00405,122.7,2026-03-12,NORTH_COAST,commercial,SUB-038,true,low
M-00406,4440.9,2026-03-18,NORTH,industrial,SUB-040,true,critical
M-00407,2201.7,2026-03-18,NORTH_COAST,commercial,SUB-018,true,high
M-00408,4108.5,2026-03-22,NORTH_COAST,industrial,SUB-025,true,critical
M-00409,1456.4,2026-03-14,SOUTH_INLAND,commercial,SUB-039,true,medium
M-00410,1486.6,2026-03-14,EAST_INLAND,industrial,SUB-040,true,medium
M-00411,1958.9,2026-03-16,SOUTH,residential,SUB-039,true,medium
M-00412,1460.6,2026-03-18,SOUTH,residential,SUB-031,true,medium
M-00413,346.6,2026-03-11,NORTH_INLAND,commercial,SUB-003,true,low
M-00414,3143.2,2026-03-20,WEST,residential,SUB-036,true,high
M-00415,2079.3,2026-03-10,EAST_INLAND,industrial,SUB-001,true,high
M-00416,3036.3,2026-03-18,WEST_COAST,commercial,SUB-032,true,high
M-00417,80.7,2026-03-13,NORTH_COAST,residential,SUB-026,true,low
M-00418,398.7,2026-03-17,SOUTH,residential,SUB-014,true,low
M-00419,911.1,2026-03-23,NORTH_COAST,residential,SUB-021,true,medium
M-00420,1953.2,2026-03-20,NORTH_COAST,residential,SUB-022,true,medium
M-00421,3680.2,2026-03-10,SOUTH_COAST,commercial,SUB-036,true,high
M-00422,2756.6,2026-03-20,NORTH,residential,SUB-026,true,high
M-00423,1137.9,2026-03-16,EAST,commercial,SUB-019,true,medium
M-00424,3394.9,2026-03-15,SOUTH_COAST,commercial,SUB-023,true,high
M-00425,4325.3,2026-03-12,EAST,residential,SUB-024,true,critical
M-00426,2444.2,2026-03-17,SOUTH,residential,SUB-024,true,high
M-00427,365.3,2026-03-20,SOUTH,residential,SUB-006,true,low
M-00428,2184.7,2026-03-11,EAST,commercial,SUB-016,true,high
M-00429,2109.4,2026-03-22,WEST,residential,SUB-030,true,high
M-00430,3304.5,2026-03-16,NORTH_COAST,residential,SUB-003,true,high
M-00431,1392.5,2026-03-23,NORTH_COAST,residential,SUB-004,true,medium
M-00432,317.2,2026-03-18,EAST,residential,SUB-007,true,low
M-00433,1761.2,2026-03-21,NORTH_INLAND,residential,SUB-037,true,medium
M-00434,2716.2,2026-03-22,NORTH_INLAND,residential,SUB-004,true,high
M-00435,1945.8,2026-03-23,NORTH_COAST,residential,SUB-025,true,medium
M-00436,2071.3,2026-03-16,NORTH_COAST,commercial,SUB-019,true,high
M-00437,2614.5,2026-03-13,NORTH_COAST,residential,SUB-011,true,high
M-00438,4109.5,2026-03-13,NORTH_COAST,residential,SUB-036,true,critical
M-00439,1945.6,2026-03-12,NORTH,industrial,SUB-032,true,medium
M-00440,3022.2,2026-03-13,NORTH,commercial,SUB-027,true,high
M-00441,4147.4,2026-03-10,SOUTH,residential,SUB-019,true,critical
M-00442,2141.6,2026-03-12,EAST,residential,SUB-011,true,high
M-00443,1574.8,2026-03-15,WEST,commercial,SUB-027,true,medium
M-00444,2886.4,2026-03-14,EAST,residential,SUB-017,true,high
M-00445,3499.5,2026-03-11,NORTH_COAST,industrial,SUB-005,true,high
M-00446,4343.8,2026-03-11,EAST,commercial,SUB-035,true,critical
M-00447,2783.5,2026-03-10,WEST_COAST,commercial,SUB-030,true,high
M-00448,289.3,2026-03-19,WEST_COAST,residential,SUB-010,true,low
M-00449,3592.4,2026-03-15,WEST,commercial,SUB-026,true,high
M-00450,1698.2,2026-03-18,SOUTH_COAST,residential,SUB-001,true,medium
M-00451,1328.2,2026-03-15,SOUTH_INLAND,industrial,SUB-010,true,medium
M-00452,3618.9,2026-03-21,NORTH_COAST,residential,SUB-037,true,high
M-00453,3593.9,2026-03-18,EAST,residential,SUB-001,true,high
M-00454,1314.8,2026-03-13,NORTH_COAST,residential,SUB-009,true,medium
M-00455,1094.1,2026-03-11,SOUTH,residential,SUB-031,true,medium
M-00456,1896.0,2026-03-20,NORTH_COAST,residential,SUB-019,true,medium
M-00457,2739.9,2026-03-23,EAST_COAST,residential,SUB-037,true,high
M-00458,1747.5,2026-03-19,WEST_INLAND,commercial,SUB-016,true,medium
M-00459,1213.5,2026-03-14,SOUTH,commercial,SUB-016,true,medium
M-00460,2776.4,2026-03-13,NORTH_COAST,commercial,SUB-038,true,high
M-00461,2889.4,2026-03-14,EAST_COAST,commercial,SUB-023,true,high
M-00462,1598.3,2026-03-20,NORTH_COAST,residential,SUB-020,true,medium
M-00463,3935.5,2026-03-16,EAST_INLAND,industrial,SUB-025,true,high
M-00464,3678.1,2026-03-13,NORTH_COAST,residential,SUB-040,true,high
M-00465,1808.1,2026-03-11,SOUTH_INLAND,commercial,SUB-025,true,medium
M-00466,893.1,2026-03-19,SOUTH_INLAND,residential,SUB-037,true,medium
M-00467,2367.4,2026-03-13,WEST_INLAND,residential,SUB-008,true,high
M-00468,4004.3,2026-03-12,NORTH_COAST,industrial,SUB-031,true,critical
M-00469,4013.6,2026-03-19,NORTH_INLAND,commercial,SUB-011,true,critical
M-00470,1952.3,2026-03-21,WEST,residential,SUB-023,true,medium
M-00471,1719.1,2026-03-17,NORTH_COAST,residential,SUB-014,true,medium
M-00472,847.1,2026-03-13,SOUTH_COAST,residential,SUB-014,true,medium
M-00473,2822.1,2026-03-16,NORTH_COAST,residential,SUB-026,true,high
M-00474,1134.8,2026-03-10,NORTH_COAST,industrial,SUB-019,true,medium
M-00475,200.8,2026-03-10,EAST,commercial,SUB-024,true,low
M-00476,1266.8,2026-03-20,NORTH_COAST,industrial,SUB-002,true,medium
M-00477,2351.4,2026-03-21,SOUTH_COAST,commercial,SUB-030,true,high
M-00478,710.9,2026-03-13,EAST,residential,SUB-002,true,medium
M-00479,1671.1,2026-03-23,EAST,commercial,SUB-029,true,medium
M-00480,3755.7,2026-03-21,SOUTH,residential,SUB-024,true,high
M-00481,3446.9,2026-03-17,SOUTH_INLAND,residential,SUB-037,true,high
M-00482,879.2,2026-03-22,NORTH_COAST,residential,SUB-018,true,medium
M-00483,479.9,2026-03-20,NORTH_COAST,industrial,SUB-018,true,low
M-00484,430.7,2026-03-15,WEST,commercial,SUB-015,true,low
M-00485,1097.2,2026-03-14,EAST_INLAND,residential,SUB-004,true,medium
M-00486,3082.8,2026-03-19,NORTH,residential,SUB-001,true,high
M-00487,2989.0,2026-03-17,WEST_COAST,residential,SUB-023,true,high
M-00488,3116.0,2026-03-18,WEST,residential,SUB-022,true,high
M-00489,2644.7,2026-03-20,NORTH_COAST,commercial,SUB-020,true,high
M-00490,1835.0,2026-03-16,EAST,residential,SUB-021,true,medium
M-00491,1170.3,2026-03-11,SOUTH_COAST,residential,SUB-032,true,medium
M-00492,2355.1,2026-03-19,EAST,residential,SUB-034,true,high
M-00493,1295.9,2026-03-19,NORTH_COAST,industrial,SUB-008,true,medium
M-00494,2246.9,2026-03-18,NORTH_COAST,residential,SUB-020,true,high
M-00495,3350.6,2026-03-12,NORTH_COAST,industrial,SUB-037,true,high
M-00496,321.7,2026-03-12,NORTH_COAST,residential,SUB-029,true,low
M-00497,2387.0,2026-03-23,NORTH_COAST,residential,SUB-025,true,high
M-00498,3000.8,2026-03-23,NORTH_INLAND,commercial,SUB-010,true,high
M-00499,3367.6,2026-03-20,EAST_INLAND,industrial,SUB-036,true,high
M-00500,224.5,2026-03-14,SOUTH,residential,SUB-007,true,low
M-00501,3053.8,2026-03-18,EAST,commercial,SUB-012,true,high
M-00502,591.7,2026-03-23,NORTH_COAST,commercial,SUB-020,true,medium
M-00503,3400.2,2026-03-12,SOUTH_COAST,residential,SUB-035,true,high
M-00504,2786.0,2026-03-17,NORTH,commercial,SUB-015,true,high
M-00505,3333.3,2026-03-11,EAST,residential,SUB-012,true,high
M-00506,4273.8,2026-03-20,NORTH_COAST,commercial,SUB-004,true,critical
M-00507,272.1,2026-03-21,NORTH_COAST,residential,SUB-011,true,low
M-00508,2655.3,2026-03-15,NORTH_COAST,industrial,SUB-021,true,high
M-00509,2154.6,2026-03-20,NORTH_COAST,commercial,SUB-023,true,high
M-00510,996.9,2026-03-16,NORTH_COAST,commercial,SUB-026,true,medium
M-00511,4349.9,2026-03-10,WEST_COAST,residential,SUB-024,true,critical
M-00512,987.5,2026-03-13,SOUTH,residential,SUB-004,true,medium
M-00513,3650.6,2026-03-19,NORTH_COAST,residential,SUB-039,true,high
M-00514,2390.4,2026-03-11,SOUTH_INLAND,commercial,SUB-013,true,high
M-00515,4236.1,2026-03-14,NORTH_INLAND,commercial,SUB-009,true,critical
M-00516,4279.0,2026-03-21,NORTH_COAST,residential,SUB-017,true,critical
M-00517,3531.6,2026-03-23,NORTH_COAST,residential,SUB-002,true,high
M-00518,3365.5,2026-03-22,EAST,commercial,SUB-029,true,high
M-00519,1815.1,2026-03-15,SOUTH,commercial,SUB-003,true,medium
M-00520,3714.8,2026-03-11,NORTH_COAST,commercial,SUB-036,true,high
M-00521,3782.1,2026-03-11,NORTH_INLAND,industrial,SUB-022,true,high
M-00522,121.8,2026-03-10,NORTH_COAST,residential,SUB-013,true,low
M-00523,57.6,2026-03-20,SOUTH,commercial,SUB-014,true,low
M-00524,3411.1,2026-03-11,NORTH_COAST,commercial,SUB-014,true,high
M-00525,1534.0,2026-03-19,WEST,residential,SUB-027,true,medium
M-00526,3008.8,2026-03-17,SOUTH_INLAND,commercial,SUB-024,true,high
M-00527,2039.7,2026-03-18,WEST_INLAND,commercial,SUB-035,true,high
M-00528,221.2,2026-03-22,NORTH_COAST,commercial,SUB-011,true,low
M-00529,3867.0,2026-03-19,NORTH,commercial,SUB-039,true,high
M-00530,2676.3,2026-03-17,EAST,residential,SUB-030,true,high
M-00531,1289.5,2026-03-23,EAST_INLAND,residential,SUB-005,true,medium
M-00532,2175.8,2026-03-22,SOUTH,commercial,SUB-009,true,high
M-00533,996.4,2026-03-16,WEST,commercial,SUB-003,true,medium
M-00534,221.1,2026-03-21,WEST_INLAND,residential,SUB-017,true,low
M-00535,3544.6,2026-03-10,NORTH,residential,SUB-019,true,high
M-00536,3314.4,2026-03-13,NORTH_COAST,residential,SUB-037,true,high
M-00537,3918.0,2026-03-21,NORTH,residential,SUB-031,true,high
M-00538,51.8,2026-03-10,NORTH_COAST,industrial,SUB-021,true,low
M-00539,3184.9,2026-03-14,WEST,residential,SUB-027,true,high
M-00540,1847.2,2026-03-17,EAST,residential,SUB-034,true,medium
M-00541,3567.1,2026-03-18,NORTH_INLAND,commercial,SUB-029,true,high
M-00542,4305.1,2026-03-17,NORTH_COAST,commercial,SUB-033,true,critical
M-00543,3824.2,2026-03-19,NORTH_COAST,industrial,SUB-021,true,high
M-00544,700.2,2026-03-23,SOUTH_COAST,residential,SUB-031,true,medium
M-00545,2283.9,2026-03-14,SOUTH,commercial,SUB-009,true,high
M-00546,2421.1,2026-03-14,EAST_INLAND,commercial,SUB-016,true,high
M-00547,4495.3,2026-03-15,NORTH_COAST,industrial,SUB-036,true,critical
M-00548,3913.3,2026-03-10,NORTH,residential,SUB-011,true,high
M-00549,3567.3,2026-03-18,NORTH_COAST,commercial,SUB-029,true,high
M-00550,3323.8,2026-03-20,SOUTH,commercial,SUB-039,true,high
M-00551,3338.7,2026-03-13,WEST,residential,SUB-037,true,high
M-00552,4005.8,2026-03-18,NORTH_COAST,industrial,SUB-030,true,critical
M-00553,2138.6,2026-03-11,NORTH_COAST,residential,SUB-032,true,high
M-00554,3712.3,2026-03-14,SOUTH_INLAND,industrial,SUB-037,true,high
M-00555,1853.2,2026-03-14,EAST_INLAND,commercial,SUB-010,true,medium
M-00556,2977.5,2026-03-11,SOUTH_COAST,residential,SUB-010,true,high
M-00557,3822.9,2026-03-21,NORTH_COAST,commercial,SUB-016,true,high
M-00558,2675.4,2026-03-17,NORTH_COAST,residential,SUB-005,true,high
M-00559,1580.9,2026-03-22,NORTH_COAST,residential,SUB-013,true,medium
M-00560,87.9,2026-03-20,NORTH_COAST,industrial,SUB-022,true,low
M-00561,2772.6,2026-03-21,EAST,commercial,SUB-013,true,high
M-00562,3257.4,2026-03-10,WEST_INLAND,residential,SUB-014,true,high
M-00563,1024.4,2026-03-21,NORTH_COAST,commercial,SUB-019,true,medium
M-00564,4162.3,2026-03-19,NORTH,industrial,SUB-008,true,critical
M-00565,2586.3,2026-03-21,NORTH_COAST,industrial,SUB-031,true,high
M-00566,2861.6,2026-03-23,NORTH_COAST,commercial,SUB-029,true,high
M-00567,3183.7,2026-03-14,WEST,residential,SUB-034,true,high
M-00568,752.0,2026-03-18,SOUTH,commercial,SUB-015,true,medium
M-00569,2544.8,2026-03-21,SOUTH,residential,SUB-014,true,high
M-00570,699.6,2026-03-23,NORTH_COAST,industrial,SUB-019,true,medium
M-00571,2187.9,2026-03-17,NORTH_COAST,commercial,SUB-030,true,high
M-00572,3450.7,2026-03-19,EAST,residential,SUB-039,true,high
M-00573,4321.3,2026-03-17,NORTH_COAST,commercial,SUB-036,true,critical
M-00574,1480.2,2026-03-17,NORTH_COAST,commercial,SUB-037,true,medium
M-00575,111.2,2026-03-20,NORTH_COAST,industrial,SUB-015,true,low
M-00576,3741.1,2026-03-11,NORTH_COAST,residential,SUB-040,true,high
M-00577,1514.8,2026-03-16,EAST,commercial,SUB-014,true,medium
M-00578,1114.8,2026-03-20,WEST_INLAND,industrial,SUB-016,true,medium
M-00579,1649.9,2026-03-12,NORTH_COAST,residential,SUB-029,true,medium
M-00580,2267.6,2026-03-22,NORTH_COAST,commercial,SUB-035,true,high
M-00581,1940.6,2026-03-21,NORTH_INLAND,commercial,SUB-001,true,medium
M-00582,3344.0,2026-03-13,SOUTH,residential,SUB-027,true,high
M-00583,948.9,2026-03-12,NORTH_COAST,industrial,SUB-007,true,medium
M-00584,3256.1,2026-03-12,NORTH_COAST,industrial,SUB-010,true,high
M-00585,2436.6,2026-03-11,NORTH_COAST,residential,SUB-032,true,high
M-00586,1446.4,2026-03-11,WEST_COAST,residential,SUB-028,true,medium
M-00587,3077.8,2026-03-10,NORTH,residential,SUB-039,true,high
M-00588,3892.1,2026-03-20,NORTH,commercial,SUB-020,true,high
M-00589,62.8,2026-03-14,EAST_INLAND,commercial,SUB-004,true,low
M-00590,1898.6,2026-03-13,SOUTH,residential,SUB-020,true,medium
M-00591,4303.1,2026-03-13,EAST,commercial,SUB-002,true,critical
M-00592,4147.7,2026-03-20,NORTH,residential,SUB-013,true,critical
M-00593,4215.0,2026-03-23,NORTH,residential,SUB-011,true,critical
M-00594,4389.4,2026-03-17,EAST_INLAND,commercial,SUB-031,true,critical
M-00595,1136.0,2026-03-12,SOUTH_INLAND,residential,SUB-017,true,medium
M-00596,1398.0,2026-03-14,WEST_INLAND,residential,SUB-032,true,medium
M-00597,3916.0,2026-03-22,NORTH_COAST,residential,SUB-005,true,high
M-00598,1193.8,2026-03-16,NORTH_COAST,residential,SUB-005,true,medium
M-00599,216.4,2026-03-23,EAST_COAST,residential,SUB-024,true,low
M-00600,3680.4,2026-03-11,NORTH_COAST,commercial,SUB-016,true,high
M-00601,828.5,2026-03-20,NORTH_COAST,residential,SUB-010,true,medium
M-00602,2037.6,2026-03-19,SOUTH,residential,SUB-008,true,high
M-00603,1167.6,2026-03-20,NORTH_COAST,commercial,SUB-036,true,medium
M-00604,276.8,2026-03-10,NORTH_INLAND,residential,SUB-032,true,low
M-00605,2394.2,2026-03-21,NORTH_COAST,commercial,SUB-027,true,high
M-00606,1142.9,2026-03-10,SOUTH,industrial,SUB-012,true,medium
M-00607,1486.4,2026-03-21,WEST,residential,SUB-030,true,medium
M-00608,3257.1,2026-03-14,EAST_COAST,commercial,SUB-039,true,high
M-00609,4125.3,2026-03-17,SOUTH_INLAND,commercial,SUB-020,true,critical
M-00610,73.6,2026-03-14,WEST,residential,SUB-032,true,low
M-00611,2539.1,2026-03-19,NORTH_COAST,commercial,SUB-036,true,high
M-00612,3559.9,2026-03-12,NORTH_COAST,residential,SUB-028,true,high
M-00613,2264.5,2026-03-12,NORTH_COAST,commercial,SUB-027,true,high
M-00614,2286.8,2026-03-13,EAST_INLAND,commercial,SUB-030,true,high
M-00615,2235.7,2026-03-15,NORTH_COAST,residential,SUB-015,true,high
M-00616,4016.5,2026-03-12,SOUTH,commercial,SUB-006,true,critical
M-00617,463.2,2026-03-15,WEST,residential,SUB-032,true,low
M-00618,1023.3,2026-03-23,NORTH_INLAND,residential,SUB-020,true,medium
M-00619,1594.9,2026-03-11,EAST_COAST,residential,SUB-023,true,medium
M-00620,3566.7,2026-03-16,NORTH_COAST,commercial,SUB-032,true,high
M-00621,979.7,2026-03-17,NORTH_COAST,commercial,SUB-018,true,medium
M-00622,3884.6,2026-03-14,EAST,commercial,SUB-015,true,high
M-00623,3859.2,2026-03-22,SOUTH_INLAND,residential,SUB-028,true,high
M-00624,1704.0,2026-03-19,EAST,industrial,SUB-018,true,medium
M-00625,574.4,2026-03-17,WEST_COAST,residential,SUB-003,true,medium
M-00626,1560.2,2026-03-11,NORTH_INLAND,residential,SUB-023,true,medium
M-00627,314.8,2026-03-12,SOUTH,residential,SUB-020,true,low
M-00628,4079.1,2026-03-13,EAST_COAST,residential,SUB-026,true,critical
M-00629,3392.2,2026-03-11,NORTH,residential,SUB-008,true,high
M-00630,3858.5,2026-03-20,SOUTH_INLAND,commercial,SUB-010,true,high
M-00631,1754.9,2026-03-21,NORTH,residential,SUB-011,true,medium
M-00632,2432.6,2026-03-22,NORTH_COAST,residential,SUB-036,true,high
M-00633,172.3,2026-03-10,NORTH_COAST,commercial,SUB-032,true,low
M-00634,3062.5,2026-03-23,SOUTH,commercial,SUB-017,true,high
M-00635,3018.7,2026-03-17,NORTH_COAST,industrial,SUB-023,true,high
M-00636,1572.1,2026-03-13,NORTH_COAST,residential,SUB-025,true,medium
M-00637,2057.1,2026-03-23,NORTH_COAST,residential,SUB-023,true,high
M-00638,2645.8,2026-03-17,SOUTH_COAST,industrial,SUB-013,true,high
M-00639,816.8,2026-03-18,WEST_COAST,commercial,SUB-035,true,medium
M-00640,4473.2,2026-03-20,NORTH_COAST,commercial,SUB-036,true,critical
M-00641,4070.1,2026-03-14,NORTH_COAST,commercial,SUB-025,true,critical
M-00642,2069.5,2026-03-19,NORTH_COAST,commercial,SUB-014,true,high
M-00643,3450.3,2026-03-23,NORTH_COAST,industrial,SUB-026,true,high
M-00644,426.3,2026-03-18,SOUTH_INLAND,residential,SUB-019,true,low
M-00645,619.8,2026-03-19,NORTH_COAST,residential,SUB-039,true,medium
M-00646,3275.3,2026-03-20,NORTH_COAST,residential,SUB-015,true,high
M-00647,503.9,2026-03-15,EAST,commercial,SUB-026,true,medium
M-00648,1692.4,2026-03-17,SOUTH,commercial,SUB-013,true,medium
M-00649,2585.6,2026-03-12,EAST,commercial,SUB-018,true,high
M-00650,851.8,2026-03-14,WEST_INLAND,residential,SUB-014,true,medium
M-00651,3844.6,2026-03-13,NORTH_COAST,commercial,SUB-038,true,high
M-00652,859.9,2026-03-13,SOUTH_INLAND,residential,SUB-038,true,medium
M-00653,3682.5,2026-03-20,WEST_COAST,commercial,SUB-021,true,high
M-00654,4221.3,2026-03-14,EAST_INLAND,residential,SUB-005,true,critical
M-00655,3199.6,2026-03-22,WEST,residential,SUB-005,true,high
M-00656,303.3,2026-03-11,EAST_COAST,commercial,SUB-003,true,low
M-00657,1476.7,2026-03-11,SOUTH,industrial,SUB-018,true,medium
M-00658,4393.3,2026-03-17,NORTH,commercial,SUB-014,true,critical
M-00659,696.2,2026-03-13,SOUTH_INLAND,residential,SUB-009,true,medium
M-00660,2202.2,2026-03-22,SOUTH_INLAND,residential,SUB-017,true,high
M-00661,312.1,2026-03-10,NORTH,industrial,SUB-031,true,low
M-00662,1429.4,2026-03-20,NORTH,residential,SUB-009,true,medium
M-00663,162.5,2026-03-14,EAST_INLAND,residential,SUB-013,true,low
M-00664,986.9,2026-03-17,NORTH_COAST,residential,SUB-012,true,medium
M-00665,3733.6,2026-03-15,EAST_COAST,commercial,SUB-006,true,high
M-00666,3844.8,2026-03-14,NORTH_INLAND,commercial,SUB-026,true,high
M-00667,2855.6,2026-03-18,WEST_INLAND,commercial,SUB-027,true,high
M-00668,3694.0,2026-03-19,NORTH_COAST,residential,SUB-003,true,high
M-00669,1141.9,2026-03-13,EAST_COAST,commercial,SUB-025,true,medium
M-00670,2026.9,2026-03-18,NORTH,residential,SUB-021,true,high
M-00671,3926.7,2026-03-17,NORTH_INLAND,commercial,SUB-034,true,high
M-00672,2141.4,2026-03-14,NORTH_COAST,residential,SUB-026,true,high
M-00673,873.4,2026-03-20,NORTH_COAST,commercial,SUB-028,true,medium
M-00674,844.2,2026-03-14,NORTH_COAST,residential,SUB-028,true,medium
M-00675,4333.9,2026-03-11,SOUTH_COAST,residential,SUB-018,true,critical
M-00676,4418.5,2026-03-12,NORTH_INLAND,commercial,SUB-020,true,critical
M-00677,1527.6,2026-03-12,WEST_INLAND,commercial,SUB-001,true,medium
M-00678,2166.0,2026-03-14,SOUTH,industrial,SUB-031,true,high
M-00679,761.2,2026-03-18,NORTH_COAST,commercial,SUB-039,true,medium
M-00680,2464.8,2026-03-21,WEST_INLAND,residential,SUB-016,true,high
M-00681,458.4,2026-03-20,WEST_INLAND,industrial,SUB-025,true,low
M-00682,439.9,2026-03-15,EAST_COAST,residential,SUB-013,true,low
M-00683,3370.8,2026-03-21,NORTH_COAST,industrial,SUB-016,true,high
M-00684,954.5,2026-03-22,NORTH_INLAND,residential,SUB-005,true,medium
M-00685,2927.6,2026-03-15,NORTH_INLAND,residential,SUB-035,true,high
M-00686,3011.6,2026-03-19,NORTH,residential,SUB-018,true,high
M-00687,791.3,2026-03-18,WEST_COAST,residential,SUB-015,true,medium
M-00688,3797.0,2026-03-19,EAST_COAST,commercial,SUB-014,true,high
M-00689,3732.0,2026-03-17,EAST,industrial,SUB-016,true,high
M-00690,1208.8,2026-03-11,EAST,industrial,SUB-017,true,medium
M-00691,4120.0,2026-03-18,EAST,commercial,SUB-009,true,critical
M-00692,932.5,2026-03-22,SOUTH,industrial,SUB-029,true,medium
M-00693,1502.5,2026-03-20,NORTH,residential,SUB-005,true,medium
M-00694,4254.4,2026-03-11,EAST_COAST,residential,SUB-040,true,critical
M-00695,2524.0,2026-03-14,SOUTH,industrial,SUB-013,true,high
M-00696,474.0,2026-03-10,NORTH,industrial,SUB-005,true,low
M-00697,3312.1,2026-03-15,NORTH_COAST,commercial,SUB-022,true,high
M-00698,4252.6,2026-03-12,WEST_INLAND,residential,SUB-010,true,critical
M-00699,475.1,2026-03-21,NORTH_COAST,commercial,SUB-025,true,low
M-00700,754.8,2026-03-11,SOUTH_COAST,commercial,SUB-010,true,medium
M-00701,354.4,2026-03-14,NORTH_COAST,commercial,SUB-039,true,low
M-00702,167.7,2026-03-15,NORTH_COAST,residential,SUB-010,true,low
M-00703,244.4,2026-03-21,NORTH_COAST,industrial,SUB-024,true,low
M-00704,3875.3,2026-03-23,NORTH_COAST,industrial,SUB-032,true,high
M-00705,553.2,2026-03-15,NORTH_INLAND,industrial,SUB-038,true,medium
M-00706,1906.2,2026-03-20,NORTH_COAST,industrial,SUB-039,true,medium
M-00707,4279.4,2026-03-10,NORTH_COAST,residential,SUB-002,true,critical
M-00708,3265.0,2026-03-14,NORTH_COAST,commercial,SUB-028,true,high
M-00709,3088.6,2026-03-20,NORTH_COAST,industrial,SUB-034,true,high
M-00710,3850.5,2026-03-11,WEST,industrial,SUB-007,true,high
M-00711,2250.7,2026-03-14,SOUTH,commercial,SUB-017,true,high
M-00712,1393.7,2026-03-10,NORTH_COAST,industrial,SUB-005,true,medium
M-00713,630.8,2026-03-18,SOUTH_INLAND,residential,SUB-020,true,medium
M-00714,2051.2,2026-03-20,NORTH_COAST,residential,SUB-017,true,high
M-00715,763.9,2026-03-19,SOUTH,residential,SUB-033,true,medium
M-00716,900.5,2026-03-21,NORTH_COAST,residential,SUB-026,true,medium
M-00717,3184.5,2026-03-21,WEST,residential,SUB-004,true,high
M-00718,2427.7,2026-03-15,NORTH_COAST,residential,SUB-039,true,high
M-00719,76.7,2026-03-13,NORTH_COAST,commercial,SUB-012,true,low
M-00720,4280.4,2026-03-22,EAST_COAST,residential,SUB-030,true,critical
M-00721,2965.5,2026-03-21,NORTH_COAST,residential,SUB-034,true,high
M-00722,266.7,2026-03-14,NORTH_COAST,commercial,SUB-031,true,low
M-00723,1497.3,2026-03-12,NORTH,residential,SUB-017,true,medium
M-00724,3162.0,2026-03-20,EAST_INLAND,commercial,SUB-016,true,high
M-00725,955.6,2026-03-22,NORTH_COAST,commercial,SUB-017,true,medium
